CNPJ_NORMALIZADO,razao_social,Municipio,Porte,CNAE PRIMARIO,TEM_SESI,TEM_SENAI,STATUS_COMERCIAL,OPORTUNIDADE_CROSS_SELL
10832008000178,ART MOVEIS IND E COMERCIO LTDA,Rio Largo,MICRO EMPRESA,Fabricacao de moveis com predominancia de madeira,1,0,SOMENTE SESI,SESI → SENAI
562968000101,BRITEX MINERACOES LTDA,Rio Largo,DEMAIS,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,1,0,SOMENTE SESI,SESI → SENAI
43894935000171,CARDAN ALAGOAS SERVICOS LTDA,Rio Largo,PEQUENO PORTE,Servicos de manutencao e reparacao mecanica de veiculos automotores,1,0,SOMENTE SESI,SESI → SENAI
52682336000185,FAMEC AUTO CENTER LTDA,Rio Largo,MICRO EMPRESA,Servicos de manutencao e reparacao mecanica de veiculos automotores,1,0,SOMENTE SESI,SESI → SENAI
58257752000112,JOMEC CENTRO AUTOMOTIVO LTDA,Rio Largo,MICRO EMPRESA,Servicos de manutencao e reparacao mecanica de veiculos automotores,1,0,SOMENTE SESI,SESI → SENAI
34567306000146,NORDESTE MAIS ALIMENTOS LTDA,Rio Largo,DEMAIS,Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente,1,0,SOMENTE SESI,SESI → SENAI
390664000104,OITICICA INDUSTRIAL E COMERCIAL LTDA,Rio Largo,DEMAIS,Fabricacao de aguas envasadas,1,0,SOMENTE SESI,SESI → SENAI
17929081000101,REGINALDO LYRA DA SILVA,Rio Largo,MICRO EMPRESA,Servicos de comunicacao multimidia - scm,1,0,SOMENTE SESI,SESI → SENAI
9259936000106,SERVIMEC SERVICOS MECANICOS E ELETRICOS LTDA,Rio Largo,PEQUENO PORTE,Manutencao e reparacao de veiculos ferroviarios,1,0,SOMENTE SESI,SESI → SENAI
5211421000185,UNIPOCOS E USINAGEM LTDA,Rio Largo,PEQUENO PORTE,Perfuracao e construcao de pocos de agua,1,0,SOMENTE SESI,SESI → SENAI
33689828000158,VITOR FERRO PRADINES DE MENDONCA,Rio Largo,MICRO EMPRESA,"Recuperacao de materiais metalicos, exceto aluminio",1,0,SOMENTE SESI,SESI → SENAI
18548838000180,R R FERRAZ LTDA,Santa Luzia do Norte,PEQUENO PORTE,Abate de aves,1,0,SOMENTE SESI,SESI → SENAI
11248065000177,FALCAO & SILVA LTDA,Santana do Ipanema,MICRO EMPRESA,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",1,0,SOMENTE SESI,SESI → SENAI
35372432000108,FRANCISCO ROBERVAL SOARES RIBEIRO,Santana do Ipanema,MICRO EMPRESA,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",1,0,SOMENTE SESI,SESI → SENAI
45374855000110,H J INDUSTRIA DE ESQUADRIAS LTDA,Santana do Ipanema,MICRO EMPRESA,Fabricacao de esquadrias de metal,1,0,SOMENTE SESI,SESI → SENAI
20999111000160,JA CONSTRUCOES E INCORPORACOES LTDA,Santana do Ipanema,PEQUENO PORTE,Construcao de edificios,1,0,SOMENTE SESI,SESI → SENAI
39844073000103,LAN NET LTDA,Santana do Ipanema,MICRO EMPRESA,Provedores de acesso as redes de comunicacoes,1,0,SOMENTE SESI,SESI → SENAI
12199121000193,MAFRIAL - MATADOURO FRIGORIFICO DE ALAGOAS LTDA,Satuba,PEQUENO PORTE,Frigorifico - abate de bovinos,1,0,SOMENTE SESI,SESI → SENAI
52737644000160,E M DUARTE LATICINIOS LTDA,São José da Tapera,MICRO EMPRESA,Fabricacao de laticinios,1,0,SOMENTE SESI,SESI → SENAI
13808130000288,BIOFLEX AGROINDUSTRIAL S.A.,São Miguel dos Campos,DEMAIS,Fabricacao de alcool,1,0,SOMENTE SESI,SESI → SENAI
47911849000180,CARDAN SAO MIGUEL SERVICOS LTDA,São Miguel dos Campos,MICRO EMPRESA,Servicos de manutencao e reparacao mecanica de veiculos automotores,1,0,SOMENTE SESI,SESI → SENAI
47839082000126,"CORTE FABRIL, FARDAMENTOS CORPORATIVOS E ESCOLARES LTDA",São Miguel dos Campos,MICRO EMPRESA,"Confeccao, sob medida, de roupas profissionais",1,0,SOMENTE SESI,SESI → SENAI
10412434000233,EMSERCOL - EMPRESA SERGIPANA DE CONTRUCAO E LIMPEZA LTDA,São Miguel dos Campos,MICRO EMPRESA,Construcao de edificios,1,0,SOMENTE SESI,SESI → SENAI
49795483000157,FIAH INDUSTRIA LTDA,São Miguel dos Campos,PEQUENO PORTE,Fabricacao de artefatos texteis para uso domestico,1,0,SOMENTE SESI,SESI → SENAI
45417851000172,FLOR DE MURICI INDUSTRIA E COMERCIO DE CONFECCAO LTDA,São Miguel dos Campos,MICRO EMPRESA,Confeccao de roupas intimas,1,0,SOMENTE SESI,SESI → SENAI
34975251000103,L L ALVES LTDA,São Miguel dos Campos,PEQUENO PORTE,Servicos especializados para construcao nao especificados anteriormente,1,0,SOMENTE SESI,SESI → SENAI
10485700000924,M H SERVICOS LTDA,São Miguel dos Campos,MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,SOMENTE SESI,SESI → SENAI
10485700001220,M H SERVICOS LTDA,São Miguel dos Campos,MICRO EMPRESA,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,SOMENTE SESI,SESI → SENAI
32021201000757,ORIGEM ENERGIA S.A,São Miguel dos Campos,DEMAIS,Extracao de petroleo e gas natural,1,0,SOMENTE SESI,SESI → SENAI
11901336000141,W P DE CARVALHO SANTOS LTDA,São Miguel dos Campos,PEQUENO PORTE,"Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente",1,0,SOMENTE SESI,SESI → SENAI
40269650000151,DONENA NUTRICAO ANIMAL LTDA,Taquarana,MICRO EMPRESA,Fabricacao de alimentos para animais,1,0,SOMENTE SESI,SESI → SENAI
51737210000106,SANUVE ENGENHARIA LTDA,Taquarana,PEQUENO PORTE,Servicos de engenharia,1,0,SOMENTE SESI,SESI → SENAI
75784140000873,AMAFIL INDUSTRIA E COMERCIO DE ALIMENTOS LTDA,Teotônio Vilela,DEMAIS,Fabricacao de farinha de mandioca e derivados,1,0,SOMENTE SESI,SESI → SENAI
36401945000162,MAG ENGENHARIA LTDA,Teotônio Vilela,MICRO EMPRESA,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",1,0,SOMENTE SESI,SESI → SENAI
35793336000133,DANILO GOMES DA SILVA,Água Branca,MICRO EMPRESA,Servicos de comunicacao multimidia - scm,1,0,SOMENTE SESI,SESI → SENAI
