Porte,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
DEMAIS,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
DEMAIS,Servicos de manutencao e reparacao mecanica de veiculos automotores,5,1,0,0,1,4,20.0,0.0,20.0,4,5,4
DEMAIS,Servicos de pintura de edificios em geral,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Servicos de preparacao do terreno nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Servicos de telecomunicacoes por fio nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Servicos de telecomunicacoes sem fio nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
DEMAIS,Servicos de telefonia fixa comutada - stfc,18,0,0,0,0,18,0.0,0.0,0.0,18,18,18
DEMAIS,"Servicos de usinagem, tornearia e solda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Servicos especializados para construcao nao especificados anteriormente,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
DEMAIS,Telecomunicacoes por satelite,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
DEMAIS,Telefonia movel celular,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
DEMAIS,Transmissao de energia eletrica,79,0,0,0,0,79,0.0,0.0,0.0,79,79,79
DEMAIS,Transporte dutoviario,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
DEMAIS,Transporte ferroviario de passageiros intermunicipal e interestadual,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Transporte ferroviario de passageiros municipal e em regiao metropolitana,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
DEMAIS,Tratamento e disposicao de residuos nao perigosos,8,4,1,0,5,3,50.0,12.5,62.5,4,7,3
MICRO EMPRESA,Abate de aves,27,0,0,0,0,27,0.0,0.0,0.0,27,27,27
MICRO EMPRESA,Abate de pequenos animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Acabamento de calcados de couro sob contrato,44,0,0,0,0,44,0.0,0.0,0.0,44,44,44
MICRO EMPRESA,Administracao de obras,55,0,1,0,1,54,0.0,1.8182,1.8182,55,54,54
MICRO EMPRESA,Aluguel de andaimes,34,0,0,0,0,34,0.0,0.0,0.0,34,34,34
MICRO EMPRESA,"Aparelhamento de pedras para construcao, exceto associado a extracao",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",146,7,2,1,8,138,4.7945,1.3699,5.4795,139,144,138
MICRO EMPRESA,Aplicacao de revestimentos e de resinas em interiores e exteriores,126,0,0,0,0,126,0.0,0.0,0.0,126,126,126
MICRO EMPRESA,Atividades de apoio a extracao de minerais metalicos nao ferrosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Atividades de apoio a extracao de minerais nao metalicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Atividades de apoio a extracao de petroleo e gas natural,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Atividades de franqueadas do correio nacional,24,1,0,0,1,23,4.1667,0.0,4.1667,23,24,23
MICRO EMPRESA,"Atividades relacionadas a esgoto, exceto a gestao de redes",23,0,0,0,0,23,0.0,0.0,0.0,23,23,23
MICRO EMPRESA,Beneficiamento de arroz,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,"Britamento de pedras, exceto associado a extracao",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Captacao, tratamento e distribuicao de agua",16,0,0,0,0,16,0.0,0.0,0.0,16,16,16
MICRO EMPRESA,Coleta de residuos nao perigosos,545,2,0,0,2,543,0.367,0.0,0.367,543,545,543
MICRO EMPRESA,Coleta de residuos perigosos,5,1,0,0,1,4,20.0,0.0,20.0,4,5,4
MICRO EMPRESA,Comercio atacadista de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",548,5,1,0,6,542,0.9124,0.1825,1.0949,543,547,542
MICRO EMPRESA,Confeccao de roupas intimas,37,5,1,1,5,32,13.5135,2.7027,13.5135,32,36,32
MICRO EMPRESA,"Confeccao de roupas profissionais, exceto sob medida",19,4,2,2,4,15,21.0526,10.5263,21.0526,15,17,15
MICRO EMPRESA,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",836,4,2,2,4,832,0.4785,0.2392,0.4785,832,834,832
MICRO EMPRESA,"Confeccao, sob medida, de roupas profissionais",11,5,0,0,5,6,45.4545,0.0,45.4545,6,11,6
MICRO EMPRESA,Construcao de edificios,1121,6,4,2,8,1113,0.5352,0.3568,0.7136,1115,1117,1113
MICRO EMPRESA,Construcao de embarcacoes de grande porte,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Construcao de embarcacoes para esporte e lazer,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Construcao de embarcacoes para uso comercial e para usos especiais, exceto de grande porte",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Construcao de estacoes e redes de distribuicao de energia eletrica,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Construcao de estacoes e redes de telecomunicacoes,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Construcao de instalacoes esportivas e recreativas,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Construcao de obras de arte especiais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Construcao de redes de abastecimento de agua, coleta de esgoto e construcoes correlatas, exceto obras de irrigacao",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,"Construcao de redes de transportes por dutos, exceto para agua e esgoto",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Construcao de rodovias e ferrovias,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Curtimento e outras preparacoes de couro,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Decoracao, lapidacao, gravacao, vitrificacao e outros trabalhos em ceramica, louca, vidro e cristal",13,0,0,0,0,13,0.0,0.0,0.0,13,13,13
MICRO EMPRESA,Descontaminacao e outros servicos de gestao de residuos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Desenvolvimento e licenciamento de programas de computador nao customizaveis,51,0,0,0,0,51,0.0,0.0,0.0,51,51,51
MICRO EMPRESA,"Estamparia e texturizacao em fios, tecidos, artefatos texteis e pecas do vestuario",75,0,0,0,0,75,0.0,0.0,0.0,75,75,75
MICRO EMPRESA,Estudios cinematograficos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",47,0,0,0,0,47,0.0,0.0,0.0,47,47,47
MICRO EMPRESA,Extracao de argila e beneficiamento associado,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Extracao de calcario e dolomita e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Extracao de granito e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Extracao de madeira em florestas plantadas,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Extracao de minerio de metais preciosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Extracao de outros minerais nao metalicos nao especificados anteriormente,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,Extracao de saibro e beneficiamento associado,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,Fabricacao de absorventes higienicos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de acessorios do vestuario, exceto para seguranca e protecao",12,1,0,0,1,11,8.3333,0.0,8.3333,11,12,11
MICRO EMPRESA,Fabricacao de acucar em bruto,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de adubos e fertilizantes organominerais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de aguardente de cana de acucar,8,1,1,1,1,7,12.5,12.5,12.5,7,7,7
MICRO EMPRESA,Fabricacao de aguas envasadas,9,4,2,2,4,5,44.4444,22.2222,44.4444,5,7,5
MICRO EMPRESA,Fabricacao de alcool,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de alimentos e pratos prontos,192,0,3,0,3,189,0.0,1.5625,1.5625,192,189,189
MICRO EMPRESA,Fabricacao de alimentos para animais,10,2,1,1,2,8,20.0,10.0,20.0,8,9,8
MICRO EMPRESA,Fabricacao de amidos e feculas de vegetais,17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
MICRO EMPRESA,"Fabricacao de aparelhos e equipamentos de medida, teste e controle",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de artefatos de borracha nao especificados anteriormente,28,0,0,0,0,28,0.0,0.0,0.0,28,28,28
MICRO EMPRESA,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",18,3,1,0,4,14,16.6667,5.5556,22.2222,15,17,14
MICRO EMPRESA,Fabricacao de artefatos de cimento para uso na construcao,24,3,1,1,3,21,12.5,4.1667,12.5,21,23,21
MICRO EMPRESA,Fabricacao de artefatos de cordoaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de artefatos de couro nao especificados anteriormente,44,0,0,0,0,44,0.0,0.0,0.0,44,44,44
MICRO EMPRESA,Fabricacao de artefatos de joalheria e ourivesaria,17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
MICRO EMPRESA,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,28,0,0,0,0,28,0.0,0.0,0.0,28,28,28
MICRO EMPRESA,"Fabricacao de artefatos de material plastico para uso na construcao, exceto tubos e acessorios",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
MICRO EMPRESA,Fabricacao de artefatos de material plastico para uso pessoal e domestico,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,Fabricacao de artefatos de material plastico para usos industriais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de artefatos de tanoaria e de embalagens de madeira,6,1,0,0,1,5,16.6667,0.0,16.6667,5,6,5
MICRO EMPRESA,Fabricacao de artefatos de tapecaria,27,1,0,0,1,26,3.7037,0.0,3.7037,26,27,26
MICRO EMPRESA,"Fabricacao de artefatos diversos de cortica, bambu, palha, vime e outros materiais trancados, exceto moveis",18,0,0,0,0,18,0.0,0.0,0.0,18,18,18
MICRO EMPRESA,"Fabricacao de artefatos diversos de madeira, exceto moveis",171,1,1,1,1,170,0.5848,0.5848,0.5848,170,170,170
MICRO EMPRESA,Fabricacao de artefatos para pesca e esporte,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,Fabricacao de artefatos texteis para uso domestico,34,0,0,0,0,34,0.0,0.0,0.0,34,34,34
MICRO EMPRESA,Fabricacao de artigos de cutelaria,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
MICRO EMPRESA,Fabricacao de artigos de metal para uso domestico e pessoal,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
MICRO EMPRESA,"Fabricacao de artigos de serralheria, exceto esquadrias",635,0,0,0,0,635,0.0,0.0,0.0,635,635,635
MICRO EMPRESA,Fabricacao de artigos de vidro,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
MICRO EMPRESA,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",79,1,0,0,1,78,1.2658,0.0,1.2658,78,79,78
MICRO EMPRESA,Fabricacao de artigos opticos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",44,1,0,0,1,43,2.2727,0.0,2.2727,43,44,43
MICRO EMPRESA,Fabricacao de artigos pirotecnicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de aviamentos para costura,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de bijuterias e artefatos semelhantes,281,2,0,0,2,279,0.7117,0.0,0.7117,279,281,279
MICRO EMPRESA,Fabricacao de biscoitos e bolachas,73,2,2,0,4,69,2.7397,2.7397,5.4795,71,71,69
MICRO EMPRESA,"Fabricacao de cabines, carrocerias e reboques para caminhoes",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,"Fabricacao de cabines, carrocerias e reboques para outros veiculos automotores, exceto caminhoes e onibus",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Fabricacao de cal e gesso,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de calcados de couro,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de calcados de materiais nao especificados anteriormente,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
MICRO EMPRESA,Fabricacao de calcados de material sintetico,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de canetas, lapis e outros artigos para escritorio",16,0,0,0,0,16,0.0,0.0,0.0,16,16,16
MICRO EMPRESA,Fabricacao de casas de madeira pre fabricadas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de cervejas e chopes,3,1,1,1,1,2,33.3333,33.3333,33.3333,2,2,2
MICRO EMPRESA,Fabricacao de cha mate e outros chas prontos para consumo,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de chapas e de embalagens de papelao ondulado,4,1,1,0,2,2,25.0,25.0,50.0,3,3,2
MICRO EMPRESA,Fabricacao de colchoes,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
MICRO EMPRESA,"Fabricacao de compressores para uso nao industrial, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de conservas de frutas,59,2,1,0,3,56,3.3898,1.6949,5.0847,57,58,56
MICRO EMPRESA,"Fabricacao de conservas de legumes e outros vegetais, exceto palmito",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,"Fabricacao de conservas de peixes, crustaceos e moluscos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",12,1,0,0,1,11,8.3333,0.0,8.3333,11,12,11
MICRO EMPRESA,Fabricacao de desinfestantes domissanitarios,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Fabricacao de embalagens de cartolina e papel cartao,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Fabricacao de embalagens de material plastico,21,4,1,1,4,17,19.0476,4.7619,19.0476,17,20,17
MICRO EMPRESA,Fabricacao de embalagens de papel,14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
MICRO EMPRESA,Fabricacao de equipamentos e acessorios para seguranca pessoal e profissional,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
MICRO EMPRESA,"Fabricacao de equipamentos hidraulicos e pneumaticos, pecas e acessorios, exceto valvulas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de equipamentos para sinalizacao e alarme,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de escovas, pinceis e vassouras",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,"Fabricacao de especiarias, molhos, temperos e condimentos",36,1,1,1,1,35,2.7778,2.7778,2.7778,35,35,35
MICRO EMPRESA,Fabricacao de esquadrias de madeira e de pecas de madeira para instalacoes industriais e comerciais,14,1,0,0,1,13,7.1429,0.0,7.1429,13,14,13
MICRO EMPRESA,Fabricacao de esquadrias de metal,160,3,1,0,4,156,1.875,0.625,2.5,157,159,156
MICRO EMPRESA,Fabricacao de estruturas metalicas,10,1,1,0,2,8,10.0,10.0,20.0,9,9,8
MICRO EMPRESA,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",37,1,0,0,1,36,2.7027,0.0,2.7027,36,37,36
MICRO EMPRESA,Fabricacao de farinha de mandioca e derivados,17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
MICRO EMPRESA,"Fabricacao de farinha de milho e derivados, exceto oleos de milho",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Fabricacao de ferramentas,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
MICRO EMPRESA,Fabricacao de fibras artificiais e sinteticas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de filtros para cigarros,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de fraldas descartaveis,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de frutas cristalizadas, balas e semelhantes",9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
MICRO EMPRESA,Fabricacao de gelo comum,103,2,1,0,3,100,1.9417,0.9709,2.9126,101,102,100
MICRO EMPRESA,Fabricacao de guarda chuvas e similares,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de instrumentos musicais, pecas e acessorios",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,Fabricacao de jogos eletronicos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de laminados planos e tubulares de material plastico,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de laticinios,62,10,3,2,11,51,16.129,4.8387,17.7419,52,59,51
MICRO EMPRESA,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",139,2,0,0,2,137,1.4388,0.0,1.4388,137,139,137
MICRO EMPRESA,Fabricacao de luminarias e outros equipamentos de iluminacao,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
MICRO EMPRESA,"Fabricacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial, pecas e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de maquinas e equipamentos para a agricultura e pecuaria, pecas e acessorios, exceto para irrigacao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de maquinas e equipamentos para saneamento basico e ambiental, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de maquinas ferramenta, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de maquinas para a industria metalurgica, pecas e acessorios, exceto maquinas ferramenta",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas, pecas e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de massas alimenticias,217,0,0,0,0,217,0.0,0.0,0.0,217,217,217
MICRO EMPRESA,Fabricacao de materiais para medicina e odontologia,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de material eletrico para instalacoes em circuito de consumo,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de medicamentos fitoterapicos para uso humano,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de mesas de bilhar, de sinuca e acessorios nao associada a locacao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de mobiliario para uso medico, cirurgico, odontologico e de laboratorio",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de motores e turbinas, pecas e acessorios, exceto para avioes e veiculos rodoviarios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de moveis com predominancia de madeira,923,9,6,5,10,913,0.9751,0.6501,1.0834,914,917,913
MICRO EMPRESA,Fabricacao de moveis com predominancia de metal,17,2,0,0,2,15,11.7647,0.0,11.7647,15,17,15
MICRO EMPRESA,"Fabricacao de moveis de outros materiais, exceto madeira e metal",40,2,1,1,2,38,5.0,2.5,5.0,38,39,38
MICRO EMPRESA,Fabricacao de obras de caldeiraria pesada,15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
MICRO EMPRESA,Fabricacao de outras aguardentes e bebidas destiladas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de outras bebidas nao alcoolicas nao especificadas anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
MICRO EMPRESA,"Fabricacao de outras maquinas e equipamentos de uso geral nao especificados anteriormente, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",79,0,0,0,0,79,0.0,0.0,0.0,79,79,79
MICRO EMPRESA,Fabricacao de outros artigos de carpintaria para construcao,119,0,0,0,0,119,0.0,0.0,0.0,119,119,119
MICRO EMPRESA,Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente,21,0,0,0,0,21,0.0,0.0,0.0,21,21,21
MICRO EMPRESA,Fabricacao de outros produtos alimenticios nao especificados anteriormente,13,1,1,1,1,12,7.6923,7.6923,7.6923,12,12,12
MICRO EMPRESA,Fabricacao de outros produtos de metal nao especificados anteriormente,32,1,0,0,1,31,3.125,0.0,3.125,31,32,31
MICRO EMPRESA,Fabricacao de outros produtos de minerais nao metalicos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
MICRO EMPRESA,Fabricacao de outros produtos quimicos nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de outros produtos texteis nao especificados anteriormente,263,0,0,0,0,263,0.0,0.0,0.0,263,263,263
MICRO EMPRESA,Fabricacao de paineis e letreiros luminosos,26,0,0,0,0,26,0.0,0.0,0.0,26,26,26
MICRO EMPRESA,Fabricacao de papel,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de partes para calcados, de qualquer material",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,Fabricacao de perifericos para equipamentos de informatica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de pneumaticos e de camaras de ar,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,68,0,0,0,0,68,0.0,0.0,0.0,68,68,68
MICRO EMPRESA,Fabricacao de produtos de carne,21,1,0,0,1,20,4.7619,0.0,4.7619,20,21,20
MICRO EMPRESA,Fabricacao de produtos de limpeza e polimento,26,1,0,0,1,25,3.8462,0.0,3.8462,25,26,25
MICRO EMPRESA,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,1779,31,12,7,36,1743,1.7426,0.6745,2.0236,1748,1767,1743
MICRO EMPRESA,Fabricacao de produtos de panificacao industrial,384,6,1,0,7,377,1.5625,0.2604,1.8229,378,383,377
MICRO EMPRESA,"Fabricacao de produtos de papel, cartolina, papel cartao e papelao ondulado para uso industrial, comercial e de escritorio",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",211,0,0,0,0,211,0.0,0.0,0.0,211,211,211
MICRO EMPRESA,Fabricacao de produtos de trefilados de metal padronizados,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de produtos de trefilados de metal, exceto padronizados",2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
MICRO EMPRESA,Fabricacao de produtos derivados do cacau e de chocolates,42,1,1,1,1,41,2.381,2.381,2.381,41,41,41
MICRO EMPRESA,Fabricacao de produtos diversos nao especificados anteriormente,738,0,0,0,0,738,0.0,0.0,0.0,738,738,738
MICRO EMPRESA,Fabricacao de produtos do arroz,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
MICRO EMPRESA,"Fabricacao de produtos para infusao (cha, mate, etc.)",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de produtos quimicos organicos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de refrescos, xaropes e pos para refrescos, exceto refrescos de frutas",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de refrigerantes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de resinas termoplasticas,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
MICRO EMPRESA,Fabricacao de saboes e detergentes sinteticos,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
MICRO EMPRESA,Fabricacao de sorvetes e outros gelados comestiveis,42,2,2,1,3,39,4.7619,4.7619,7.1429,40,40,39
MICRO EMPRESA,"Fabricacao de sucos concentrados de frutas, hortalicas e legumes",15,1,0,0,1,14,6.6667,0.0,6.6667,14,15,14
MICRO EMPRESA,"Fabricacao de sucos de frutas, hortalicas e legumes, exceto concentrados",25,1,2,1,2,23,4.0,8.0,8.0,24,23,23
MICRO EMPRESA,"Fabricacao de tanques, reservatorios metalicos e caldeiras para aquecimento central",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
MICRO EMPRESA,"Fabricacao de tecidos especiais, inclusive artefatos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,Fabricacao de tenis de qualquer material,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
MICRO EMPRESA,"Fabricacao de tintas, vernizes, esmaltes e lacas",5,1,1,1,1,4,20.0,20.0,20.0,4,4,4
