Porte,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
PEQUENO PORTE,Fabricacao de esquadrias de madeira e de pecas de madeira para instalacoes industriais e comerciais,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Fabricacao de esquadrias de metal,5,3,0,0,3,2,60.0,0.0,60.0,2,5,2
PEQUENO PORTE,Fabricacao de estruturas metalicas,6,2,0,0,2,4,33.3333,0.0,33.3333,4,6,4
PEQUENO PORTE,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",18,3,4,2,5,13,16.6667,22.2222,27.7778,15,14,13
PEQUENO PORTE,Fabricacao de farinha de mandioca e derivados,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,Fabricacao de gelo comum,7,1,0,0,1,6,14.2857,0.0,14.2857,6,7,6
PEQUENO PORTE,Fabricacao de laminados planos e tubulares de material plastico,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de laticinios,13,5,2,1,6,7,38.4615,15.3846,46.1538,8,11,7
PEQUENO PORTE,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de luminarias e outros equipamentos de iluminacao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de maquinas e equipamentos para a industria do plastico, pecas e acessorios",1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
PEQUENO PORTE,"Fabricacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo, pecas e acessorios",3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,"Fabricacao de maquinas e equipamentos para uso industrial especifico nao especificados anteriormente, pecas e acessorios",3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,"Fabricacao de maquinas para a industria metalurgica, pecas e acessorios, exceto maquinas ferramenta",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de massas alimenticias,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
PEQUENO PORTE,Fabricacao de medicamentos alopaticos para uso humano,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de medicamentos fitoterapicos para uso humano,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de motocicletas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de motores e turbinas, pecas e acessorios, exceto para avioes e veiculos rodoviarios",2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Fabricacao de moveis com predominancia de madeira,21,3,3,1,5,16,14.2857,14.2857,23.8095,18,18,16
PEQUENO PORTE,Fabricacao de moveis com predominancia de metal,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de moveis de outros materiais, exceto madeira e metal",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de obras de caldeiraria pesada,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
PEQUENO PORTE,"Fabricacao de outros aparelhos eletrodomesticos nao especificados anteriormente, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",5,1,2,1,2,3,20.0,40.0,40.0,4,3,3
PEQUENO PORTE,Fabricacao de outros artigos de carpintaria para construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de outros equipamentos e aparelhos eletricos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de outros produtos alimenticios nao especificados anteriormente,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Fabricacao de outros produtos de metal nao especificados anteriormente,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Fabricacao de outros produtos de minerais nao metalicos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de outros produtos derivados do petroleo, exceto produtos do refino",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
PEQUENO PORTE,Fabricacao de outros produtos quimicos nao especificados anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Fabricacao de outros produtos texteis nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fabricacao de paineis e letreiros luminosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de pecas e acessorios para o sistema de direcao e suspensao de veiculos automotores,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Fabricacao de pneumaticos e de camaras de ar,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Fabricacao de produtos de carne,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Fabricacao de produtos de limpeza e polimento,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
PEQUENO PORTE,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,52,13,3,1,15,37,25.0,5.7692,28.8462,39,49,37
PEQUENO PORTE,Fabricacao de produtos de panificacao industrial,6,2,1,1,2,4,33.3333,16.6667,33.3333,4,5,4
PEQUENO PORTE,Fabricacao de produtos de papel para uso domestico e higienico sanitario nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de produtos de papel, cartolina, papel cartao e papelao ondulado para uso industrial, comercial e de escritorio",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,"Fabricacao de produtos de trefilados de metal, exceto padronizados",3,1,1,1,1,2,33.3333,33.3333,33.3333,2,2,2
PEQUENO PORTE,Fabricacao de refrigerantes,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Fabricacao de resinas termoplasticas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Fabricacao de saboes e detergentes sinteticos,5,2,1,1,2,3,40.0,20.0,40.0,3,4,3
PEQUENO PORTE,Fabricacao de sorvetes e outros gelados comestiveis,6,3,3,3,3,3,50.0,50.0,50.0,3,3,3
PEQUENO PORTE,"Fabricacao de sucos concentrados de frutas, hortalicas e legumes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de sucos de frutas, hortalicas e legumes, exceto concentrados",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Fabricacao de tanques, reservatorios metalicos e caldeiras para aquecimento central",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,"Fabricacao de tintas, vernizes, esmaltes e lacas",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Fabricacao de tubos e acessorios de material plastico para uso na construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Fabricacao de valvulas, registros e dispositivos semelhantes, pecas e acessorios",1,0,1,0,1,0,0.0,100.0,100.0,1,0,0
PEQUENO PORTE,Fabricacao de vidro plano e de seguranca,3,1,2,0,3,0,33.3333,66.6667,100.0,2,1,0
PEQUENO PORTE,Fabricacao de vinagres,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,"Faccao de pecas do vestuario, exceto roupas intimas",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Faccao de roupas profissionais,1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
PEQUENO PORTE,Fornecimento de alimentos preparados preponderantemente para empresas,26,0,0,0,0,26,0.0,0.0,0.0,26,26,26
PEQUENO PORTE,Frigorifico - abate de bovinos,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,Frigorifico - abate de suinos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Fundicao de ferro e aco,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Geracao de energia eletrica,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
PEQUENO PORTE,Gestao de redes de esgoto,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Impermeabilizacao em obras de engenharia civil,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,"Impressao de livros, revistas e outras publicacoes periodicas",6,1,0,0,1,5,16.6667,0.0,16.6667,5,6,5
PEQUENO PORTE,Impressao de material para outros usos,14,3,3,2,4,10,21.4286,21.4286,28.5714,11,11,10
PEQUENO PORTE,Impressao de material para uso publicitario,12,1,1,1,1,11,8.3333,8.3333,8.3333,11,11,11
PEQUENO PORTE,Incorporacao de empreendimentos imobiliarios,130,2,1,1,2,128,1.5385,0.7692,1.5385,128,129,128
PEQUENO PORTE,Instalacao de maquinas e equipamentos industriais,10,2,0,0,2,8,20.0,0.0,20.0,8,10,8
PEQUENO PORTE,Instalacao de paineis publicitarios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Instalacao de portas, janelas, tetos, divisorias e armarios embutidos de qualquer material",10,1,0,0,1,9,10.0,0.0,10.0,9,10,9
PEQUENO PORTE,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
PEQUENO PORTE,Instalacao e manutencao eletrica,61,2,2,0,4,57,3.2787,3.2787,6.5574,59,59,57
PEQUENO PORTE,"Instalacao, manutencao e reparacao de elevadores, escadas e esteiras rolantes",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Instalacoes de sistema de prevencao contra incendio,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,"Instalacoes hidraulicas, sanitarias e de gas",8,1,1,1,1,7,12.5,12.5,12.5,7,7,7
PEQUENO PORTE,Manutencao de redes de distribuicao de energia eletrica,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,"Manutencao e reparacao de aeronaves, exceto a manutencao na pista",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Manutencao e reparacao de aparelhos e instrumentos de medida, teste e controle",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Manutencao e reparacao de aparelhos eletromedicos e eletroterapeuticos e equipamentos de irradiacao,5,0,1,0,1,4,0.0,20.0,20.0,5,4,4
PEQUENO PORTE,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Manutencao e reparacao de equipamentos hidraulicos e pneumaticos, exceto valvulas",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,"Manutencao e reparacao de geradores, transformadores e motores eletricos",6,1,0,0,1,5,16.6667,0.0,16.6667,5,6,5
PEQUENO PORTE,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,6,2,0,0,2,4,33.3333,0.0,33.3333,4,6,4
PEQUENO PORTE,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Manutencao e reparacao de maquinas e equipamentos para uso geral nao especificados anteriormente,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,Manutencao e reparacao de maquinas motrizes nao eletricas,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,"Manutencao e reparacao de maquinas para a industria metalurgica, exceto maquinas ferramenta",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Manutencao e reparacao de maquinas, aparelhos e equipamentos para instalacoes termicas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente",4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,"Manutencao e reparacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Manutencao e reparacao de motocicletas e motonetas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Manutencao e reparacao de outras maquinas e equipamentos para usos industriais nao especificados anteriormente,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",20,1,0,0,1,19,5.0,0.0,5.0,19,20,19
PEQUENO PORTE,Manutencao e reparacao de tratores agricolas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Manutencao e reparacao de valvulas industriais,5,0,1,0,1,4,0.0,20.0,20.0,5,4,4
PEQUENO PORTE,Manutencao e reparacao de veiculos ferroviarios,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
PEQUENO PORTE,Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
PEQUENO PORTE,Montagem de estruturas metalicas,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
PEQUENO PORTE,Montagem e desmontagem de andaimes e outras estruturas temporarias,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Montagem e instalacao de sistemas e equipamentos de iluminacao e sinalizacao em vias publicas, portos e aeroportos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Obras de acabamento em gesso e estuque,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Obras de alvenaria,26,0,0,0,0,26,0.0,0.0,0.0,26,26,26
PEQUENO PORTE,Obras de fundacoes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Obras de montagem industrial,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,Obras de terraplenagem,29,0,1,0,1,28,0.0,3.4483,3.4483,29,28,28
PEQUENO PORTE,"Obras de urbanizacao - ruas, pracas e calcadas",14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
PEQUENO PORTE,Outras atividades de telecomunicacoes nao especificadas anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Outras obras de acabamento da construcao,14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
PEQUENO PORTE,Outras obras de engenharia civil nao especificadas anteriormente,15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
PEQUENO PORTE,Outras obras de instalacoes em construcoes nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Perfuracao e construcao de pocos de agua,9,2,0,0,2,7,22.2222,0.0,22.2222,7,9,7
PEQUENO PORTE,Perfuracoes e sondagens,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Pintura para sinalizacao em pistas rodoviarias e aeroportos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Preparacao de massa de concreto e argamassa para construcao,8,2,1,1,2,6,25.0,12.5,25.0,6,7,6
PEQUENO PORTE,Preparacao do leite,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,"Preparacao e fiacao de fibras texteis naturais, exceto algodao",2,2,0,0,2,0,100.0,0.0,100.0,0,2,0
PEQUENO PORTE,"Preservacao de peixes, crustaceos e moluscos",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
PEQUENO PORTE,"Producao de relaminados, trefilados e perfilados de aco, exceto arames",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Provedores de acesso as redes de comunicacoes,43,4,0,0,4,39,9.3023,0.0,9.3023,39,43,39
PEQUENO PORTE,Recondicionamento e recuperacao de motores para veiculos automotores,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,"Recuperacao de materiais metalicos, exceto aluminio",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Recuperacao de materiais nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Recuperacao de materiais plasticos,10,1,1,1,1,9,10.0,10.0,10.0,9,9,9
PEQUENO PORTE,Recuperacao de sucatas de aluminio,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Reforma de pneumaticos usados,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,Serrarias com desdobramento de madeira em bruto,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Servico de laboratorio optico,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Servico de tratamento de madeira realizado sob contrato,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Servicos de acabamentos graficos, exceto encadernacao e plastificacao",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Servicos de alinhamento e balanceamento de veiculos automotores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Servicos de borracharia para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Servicos de capotaria,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
PEQUENO PORTE,Servicos de comunicacao multimidia - scm,45,5,0,0,5,40,11.1111,0.0,11.1111,40,45,40
PEQUENO PORTE,Servicos de confeccao de armacoes metalicas para a construcao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Servicos de encadernacao e plastificacao,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
PEQUENO PORTE,Servicos de engenharia,227,4,1,0,5,222,1.7621,0.4405,2.2026,223,226,222
PEQUENO PORTE,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
PEQUENO PORTE,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,14,2,0,0,2,12,14.2857,0.0,14.2857,12,14,12
PEQUENO PORTE,Servicos de manutencao e reparacao eletrica de veiculos automotores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Servicos de manutencao e reparacao mecanica de veiculos automotores,48,4,1,0,5,43,8.3333,2.0833,10.4167,44,47,43
PEQUENO PORTE,Servicos de montagem de moveis de qualquer material,13,0,0,0,0,13,0.0,0.0,0.0,13,13,13
PEQUENO PORTE,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Servicos de pintura de edificios em geral,5,0,1,0,1,4,0.0,20.0,20.0,5,4,4
PEQUENO PORTE,Servicos de telecomunicacoes sem fio nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,Servicos de tratamento e revestimento em metais,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
PEQUENO PORTE,"Servicos de usinagem, tornearia e solda",19,1,2,1,2,17,5.2632,10.5263,10.5263,18,17,17
PEQUENO PORTE,Servicos especializados para construcao nao especificados anteriormente,15,2,0,0,2,13,13.3333,0.0,13.3333,13,15,13
PEQUENO PORTE,Telecomunicacoes por satelite,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
PEQUENO PORTE,Tratamento e disposicao de residuos perigosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
PEQUENO PORTE,"Tratamentos termicos, acusticos ou de vibracao",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
