Municipio,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
Coqueiro Seco,"Fabricacao de artigos de serralheria, exceto esquadrias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fabricacao de farinha de mandioca e derivados,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fabricacao de massas alimenticias,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fabricacao de moveis com predominancia de madeira,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coqueiro Seco,Fabricacao de outros produtos texteis nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fabricacao de produtos diversos nao especificados anteriormente,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Coqueiro Seco,"Faccao de pecas do vestuario, exceto roupas intimas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Instalacao e manutencao eletrica,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coqueiro Seco,Manutencao e reparacao de motocicletas e motonetas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Obras de acabamento em gesso e estuque,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Obras de alvenaria,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Coqueiro Seco,Recuperacao de materiais nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Servicos de borracharia para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Servicos de comunicacao multimidia - scm,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Servicos de manutencao e reparacao mecanica de veiculos automotores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coqueiro Seco,Servicos de pintura de edificios em geral,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,"Servicos de usinagem, tornearia e solda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Servicos especializados para construcao nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,Transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coqueiro Seco,"Tratamentos termicos, acusticos ou de vibracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Abate de aves,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Acabamento de calcados de couro sob contrato,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Aplicacao de revestimentos e de resinas em interiores e exteriores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Atividades de apoio a extracao de minerais metalicos nao ferrosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Atividades do correio nacional,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,"Atividades relacionadas a esgoto, exceto a gestao de redes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Captacao, tratamento e distribuicao de agua",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Coleta de residuos nao perigosos,23,0,0,0,0,23,0.0,0.0,0.0,23,23,23
Coruripe,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Coruripe,Confeccao de roupas intimas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Coruripe,Construcao de edificios,31,0,1,0,1,30,0.0,3.2258,3.2258,31,30,30
Coruripe,Construcao de estacoes e redes de distribuicao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Distribuicao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Estamparia e texturizacao em fios, tecidos, artefatos texteis e pecas do vestuario",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,Fabricacao de acucar em bruto,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Fabricacao de aguas envasadas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de alcool,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de alimentos e pratos prontos,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Fabricacao de alimentos para animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de artefatos de couro nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de artefatos de tapecaria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Fabricacao de artefatos diversos de madeira, exceto moveis",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,"Fabricacao de artigos de serralheria, exceto esquadrias",11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Coruripe,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,Fabricacao de bijuterias e artefatos semelhantes,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Coruripe,Fabricacao de biscoitos e bolachas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de conservas de frutas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Fabricacao de esquadrias de madeira e de pecas de madeira para instalacoes industriais e comerciais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Fabricacao de farinha de milho e derivados, exceto oleos de milho",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de gelo comum,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Coruripe,"Fabricacao de maquinas, equipamentos e aparelhos para transporte e elevacao de cargas, pecas e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Fabricacao de massas alimenticias,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Fabricacao de motores eletricos, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de moveis com predominancia de madeira,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Coruripe,Fabricacao de obras de caldeiraria pesada,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Coruripe,Fabricacao de outros artigos de carpintaria para construcao,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,Fabricacao de outros produtos de metal nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de outros produtos texteis nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de produtos de limpeza e polimento,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Coruripe,Fabricacao de produtos de panificacao industrial,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
Coruripe,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fabricacao de produtos diversos nao especificados anteriormente,17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
Coruripe,"Fabricacao de refrescos, xaropes e pos para refrescos, exceto refrescos de frutas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Faccao de roupas intimas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Fornecimento de alimentos preparados preponderantemente para empresas,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Coruripe,Geracao de energia eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Impressao de material para outros usos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Impressao de material para uso publicitario,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Incorporacao de empreendimentos imobiliarios,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,Instalacao de maquinas e equipamentos industriais,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Coruripe,Instalacao de paineis publicitarios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Instalacao de portas, janelas, tetos, divisorias e armarios embutidos de qualquer material",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
Coruripe,Instalacao e manutencao eletrica,19,0,0,0,0,19,0.0,0.0,0.0,19,19,19
Coruripe,"Instalacao, manutencao e reparacao de elevadores, escadas e esteiras rolantes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Instalacoes hidraulicas, sanitarias e de gas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Manutencao e reparacao de aeronaves, exceto a manutencao na pista",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Manutencao e reparacao de geradores, transformadores e motores eletricos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Coruripe,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Manutencao e reparacao de motocicletas e motonetas,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Coruripe,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Coruripe,Manutencao e reparacao de tratores agricolas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Obras de alvenaria,48,0,0,0,0,48,0.0,0.0,0.0,48,48,48
Coruripe,Obras de montagem industrial,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Outras atividades de telecomunicacoes nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Outras obras de engenharia civil nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Coruripe,Perfuracao e construcao de pocos de agua,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,"Preservacao de peixes, crustaceos e moluscos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Producao de artefatos estampados de metal,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Provedores de acesso as redes de comunicacoes,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Coruripe,Recuperacao de materiais nao especificados anteriormente,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
Coruripe,Recuperacao de materiais plasticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Reproducao de software em qualquer suporte,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Servicos de borracharia para veiculos automotores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Servicos de capotaria,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Servicos de comunicacao multimidia - scm,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Servicos de engenharia,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Coruripe,"Servicos de instalacao, manutencao e reparacao de acessorios para veiculos automotores",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Coruripe,Servicos de lanternagem ou funilaria e pintura de veiculos automotores,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Coruripe,Servicos de manutencao e reparacao eletrica de veiculos automotores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Servicos de manutencao e reparacao mecanica de veiculos automotores,13,0,0,0,0,13,0.0,0.0,0.0,13,13,13
Coruripe,Servicos de montagem de moveis de qualquer material,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Coruripe,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Coruripe,Servicos de pintura de edificios em geral,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Coruripe,"Servicos de usinagem, tornearia e solda",12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Coruripe,Servicos especializados para construcao nao especificados anteriormente,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Coruripe,Transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Coleta de residuos nao perigosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Confeccao de roupas intimas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Craíbas,Construcao de edificios,15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
Craíbas,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Extracao de minerio de metais preciosos,2,1,1,1,1,1,50.0,50.0,50.0,1,1,1
Craíbas,Fabricacao de alimentos para animais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Craíbas,Fabricacao de amidos e feculas de vegetais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Fabricacao de artefatos diversos de madeira, exceto moveis",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Fabricacao de artigos de serralheria, exceto esquadrias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fabricacao de gelo comum,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fabricacao de laticinios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fabricacao de moveis com predominancia de madeira,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Craíbas,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Craíbas,Fabricacao de produtos de panificacao industrial,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Craíbas,Fabricacao de produtos diversos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Fornecimento de alimentos preparados preponderantemente para empresas,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Craíbas,Geracao de energia eletrica,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Craíbas,Impressao de material para outros usos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Incorporacao de empreendimentos imobiliarios,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Craíbas,Instalacao de maquinas e equipamentos industriais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Instalacao e manutencao eletrica,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Craíbas,"Manutencao e reparacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Manutencao e reparacao de motocicletas e motonetas,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Craíbas,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Obras de acabamento em gesso e estuque,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Obras de alvenaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Craíbas,Obras de montagem industrial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Obras de terraplenagem,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Craíbas,Outras atividades de telecomunicacoes nao especificadas anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Craíbas,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Processamento industrial do fumo,1,0,1,0,1,0,0.0,100.0,100.0,1,0,0
Craíbas,Provedores de acesso as redes de comunicacoes,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Craíbas,Servicos de borracharia para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Servicos de comunicacao multimidia - scm,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Craíbas,Servicos de manutencao e reparacao mecanica de veiculos automotores,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Craíbas,Servicos de operacao e fornecimento de equipamentos para transporte e elevacao de cargas e pessoas para uso em obras,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Servicos de pintura de edificios em geral,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Servicos de preparacao do terreno nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,"Servicos de usinagem, tornearia e solda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Craíbas,Tratamento e disposicao de residuos nao perigosos,2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
Delmiro Gouveia,Abate de aves,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Administracao de obras,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Delmiro Gouveia,Aplicacao de revestimentos e de resinas em interiores e exteriores,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Coleta de residuos nao perigosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
Delmiro Gouveia,Confeccao de roupas intimas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",16,0,0,0,0,16,0.0,0.0,0.0,16,16,16
Delmiro Gouveia,"Confeccao, sob medida, de roupas profissionais",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Construcao de edificios,24,0,0,0,0,24,0.0,0.0,0.0,24,24,24
Delmiro Gouveia,Construcao de estacoes e redes de distribuicao de energia eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,"Construcao de redes de abastecimento de agua, coleta de esgoto e construcoes correlatas, exceto obras de irrigacao",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Construcao de rodovias e ferrovias,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Curtimento e outras preparacoes de couro,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Distribuicao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Extracao de quartzo,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de alimentos e pratos prontos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de alimentos para animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de artefatos diversos de madeira, exceto moveis",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de artigos de metal para uso domestico e pessoal,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de artigos de serralheria, exceto esquadrias",9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
Delmiro Gouveia,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de bijuterias e artefatos semelhantes,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Delmiro Gouveia,Fabricacao de biscoitos e bolachas,3,2,0,0,2,1,66.6667,0.0,66.6667,1,3,1
Delmiro Gouveia,Fabricacao de conservas de frutas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Fabricacao de embalagens de material plastico,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de especiarias, molhos, temperos e condimentos",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Delmiro Gouveia,Fabricacao de esquadrias de metal,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Delmiro Gouveia,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de gelo comum,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Fabricacao de laticinios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Fabricacao de moveis com predominancia de madeira,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Delmiro Gouveia,"Fabricacao de moveis de outros materiais, exceto madeira e metal",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de outros artigos de carpintaria para construcao,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Delmiro Gouveia,Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de outros produtos alimenticios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de outros produtos texteis nao especificados anteriormente,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Delmiro Gouveia,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,20,1,1,1,1,19,5.0,5.0,5.0,19,19,19
Delmiro Gouveia,Fabricacao de produtos de panificacao industrial,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
Delmiro Gouveia,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Fabricacao de produtos diversos nao especificados anteriormente,9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
Delmiro Gouveia,Fabricacao de sorvetes e outros gelados comestiveis,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Delmiro Gouveia,"Fabricacao de tintas, vernizes, esmaltes e lacas",1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
Delmiro Gouveia,Fornecimento de alimentos preparados preponderantemente para empresas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Geracao de energia eletrica,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Delmiro Gouveia,Impressao de material para outros usos,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Delmiro Gouveia,Impressao de material para uso publicitario,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Delmiro Gouveia,Incorporacao de empreendimentos imobiliarios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Delmiro Gouveia,Instalacao de maquinas e equipamentos industriais,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Delmiro Gouveia,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",16,0,0,0,0,16,0.0,0.0,0.0,16,16,16
Delmiro Gouveia,Instalacao e manutencao eletrica,38,0,1,0,1,37,0.0,2.6316,2.6316,38,37,37
