Municipio,CNAE PRIMARIO,MERCADO,QT_SESI,QT_SENAI,QT_SESI_SENAI,QT_SESI_OU_SENAI,SEM_RELACIONAMENTO,PENETRACAO_SESI_%,PENETRACAO_SENAI_%,PENETRACAO_COMBINADA_%,GAP_SESI,GAP_SENAI,GAP_COMBINADO
Anadia,Atividades do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Coleta de residuos nao perigosos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Construcao de edificios,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Anadia,"Fabricacao de acessorios do vestuario, exceto para seguranca e protecao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de aguas envasadas,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Anadia,Fabricacao de alimentos para animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de artefatos de couro nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de artefatos de material plastico para usos industriais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,"Fabricacao de artefatos diversos de madeira, exceto moveis",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,"Fabricacao de artigos de serralheria, exceto esquadrias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de conservas de frutas,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Anadia,Fabricacao de gelo comum,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Fabricacao de moveis com predominancia de madeira,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Fabricacao de outros produtos alimenticios nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Anadia,Fabricacao de produtos de panificacao industrial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Fabricacao de produtos diversos nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Fornecimento de alimentos preparados preponderantemente para empresas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Geracao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Impressao de material para outros usos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Instalacao de paineis publicitarios,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Instalacao e manutencao eletrica,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Anadia,"Instalacoes hidraulicas, sanitarias e de gas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Manutencao e reparacao de motocicletas e motonetas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Obras de alvenaria,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Anadia,Provedores de acesso as redes de comunicacoes,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Servicos de borracharia para veiculos automotores,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Servicos de comunicacao multimidia - scm,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Anadia,Servicos de engenharia,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Servicos de manutencao e reparacao mecanica de veiculos automotores,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Anadia,Servicos de montagem de moveis de qualquer material,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Anadia,Transmissao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Abate de aves,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,Abate de pequenos animais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Acabamento de calcados de couro sob contrato,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,Administracao de obras,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Arapiraca,Aluguel de andaimes,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Arapiraca,"Aparelhamento de pedras para construcao, exceto associado a extracao",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Aparelhamento de placas e execucao de trabalhos em marmore, granito, ardosia e outras pedras",27,1,1,1,1,26,3.7037,3.7037,3.7037,26,26,26
Arapiraca,Aplicacao de revestimentos e de resinas em interiores e exteriores,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
Arapiraca,Atividades de franqueadas do correio nacional,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Atividades do correio nacional,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,"Atividades relacionadas a esgoto, exceto a gestao de redes",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Beneficiamento de arroz,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Captacao, tratamento e distribuicao de agua",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Coleta de residuos nao perigosos,21,1,0,0,1,20,4.7619,0.0,4.7619,20,21,20
Arapiraca,"Confeccao de pecas de vestuario, exceto roupas intimas e as confeccionadas sob medida",90,2,1,1,2,88,2.2222,1.1111,2.2222,88,89,88
Arapiraca,Confeccao de roupas intimas,7,1,1,1,1,6,14.2857,14.2857,14.2857,6,6,6
Arapiraca,"Confeccao de roupas profissionais, exceto sob medida",3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Arapiraca,"Confeccao, sob medida, de pecas do vestuario, exceto roupas intimas",111,0,0,0,0,111,0.0,0.0,0.0,111,111,111
Arapiraca,"Confeccao, sob medida, de roupas profissionais",5,4,0,0,4,1,80.0,0.0,80.0,1,5,1
Arapiraca,Construcao de edificios,310,3,2,1,4,306,0.9677,0.6452,1.2903,307,308,306
Arapiraca,Construcao de estacoes e redes de distribuicao de energia eletrica,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Construcao de estacoes e redes de telecomunicacoes,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Construcao de rodovias e ferrovias,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Curtimento e outras preparacoes de couro,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Decoracao, lapidacao, gravacao, vitrificacao e outros trabalhos em ceramica, louca, vidro e cristal",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Descontaminacao e outros servicos de gestao de residuos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Desenvolvimento e licenciamento de programas de computador nao customizaveis,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Arapiraca,Distribuicao de energia eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Estamparia e texturizacao em fios, tecidos, artefatos texteis e pecas do vestuario",11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Arapiraca,"Extracao de areia, cascalho ou pedregulho e beneficiamento associado",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,Extracao de argila e beneficiamento associado,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Extracao de minerais para fabricacao de adubos, fertilizantes e outros produtos quimicos",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Extracao e britamento de pedras e outros materiais para construcao e beneficiamento associado,1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
Arapiraca,Fabricacao de absorventes higienicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de adubos e fertilizantes organominerais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de aguardente de cana de acucar,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de aguas envasadas,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Fabricacao de alimentos e pratos prontos,19,0,0,0,0,19,0.0,0.0,0.0,19,19,19
Arapiraca,Fabricacao de alimentos para animais,8,2,0,0,2,6,25.0,0.0,25.0,6,8,6
Arapiraca,Fabricacao de amidos e feculas de vegetais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de aparelhos e utensilios para correcao de defeitos fisicos e aparelhos ortopedicos em geral sob encomenda,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de artefatos de borracha nao especificados anteriormente,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Arapiraca,"Fabricacao de artefatos de ceramica e barro cozido para uso na construcao, exceto azulejos e pisos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de artefatos de cimento para uso na construcao,4,1,1,1,1,3,25.0,25.0,25.0,3,3,3
Arapiraca,Fabricacao de artefatos de couro nao especificados anteriormente,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Arapiraca,Fabricacao de artefatos de joalheria e ourivesaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de artefatos de material plastico para outros usos nao especificados anteriormente,7,1,0,0,1,6,14.2857,0.0,14.2857,6,7,6
Arapiraca,"Fabricacao de artefatos de material plastico para uso na construcao, exceto tubos e acessorios",4,2,1,1,2,2,50.0,25.0,50.0,2,3,2
Arapiraca,Fabricacao de artefatos de material plastico para uso pessoal e domestico,2,1,1,1,1,1,50.0,50.0,50.0,1,1,1
Arapiraca,Fabricacao de artefatos de material plastico para usos industriais,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de artefatos de tanoaria e de embalagens de madeira,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de artefatos de tapecaria,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,"Fabricacao de artefatos diversos de cortica, bambu, palha, vime e outros materiais trancados, exceto moveis",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Fabricacao de artefatos diversos de madeira, exceto moveis",14,1,1,1,1,13,7.1429,7.1429,7.1429,13,13,13
Arapiraca,Fabricacao de artefatos texteis para uso domestico,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Arapiraca,Fabricacao de artigos de cutelaria,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de artigos de metal para uso domestico e pessoal,9,1,0,0,1,8,11.1111,0.0,11.1111,8,9,8
Arapiraca,"Fabricacao de artigos de serralheria, exceto esquadrias",68,0,0,0,0,68,0.0,0.0,0.0,68,68,68
Arapiraca,Fabricacao de artigos de vidro,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,"Fabricacao de artigos do vestuario, produzidos em malharias e tricotagens, exceto meias",9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
Arapiraca,Fabricacao de artigos opticos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Fabricacao de artigos para viagem, bolsas e semelhantes de qualquer material",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,Fabricacao de bijuterias e artefatos semelhantes,12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Arapiraca,Fabricacao de biscoitos e bolachas,15,2,0,0,2,13,13.3333,0.0,13.3333,13,15,13
Arapiraca,"Fabricacao de cabines, carrocerias e reboques para caminhoes",4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,"Fabricacao de cabines, carrocerias e reboques para outros veiculos automotores, exceto caminhoes e onibus",3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Arapiraca,Fabricacao de cal e gesso,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de calcados de couro,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de calcados de materiais nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de calcados de material sintetico,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Fabricacao de canetas, lapis e outros artigos para escritorio",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de casas de madeira pre fabricadas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de cervejas e chopes,1,1,1,1,1,0,100.0,100.0,100.0,0,0,0
Arapiraca,Fabricacao de cigarros,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de cimento,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Fabricacao de colchoes,3,1,1,1,1,2,33.3333,33.3333,33.3333,2,2,2
Arapiraca,Fabricacao de componentes eletronicos,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de conservas de frutas,11,2,1,0,3,8,18.1818,9.0909,27.2727,9,10,8
Arapiraca,"Fabricacao de cosmeticos, produtos de perfumaria e de higiene pessoal",7,1,0,0,1,6,14.2857,0.0,14.2857,6,7,6
Arapiraca,Fabricacao de desinfestantes domissanitarios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de embalagens de cartolina e papel cartao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de embalagens de material plastico,9,2,1,1,2,7,22.2222,11.1111,22.2222,7,8,7
Arapiraca,Fabricacao de equipamentos e acessorios para seguranca pessoal e profissional,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,"Fabricacao de especiarias, molhos, temperos e condimentos",9,0,0,0,0,9,0.0,0.0,0.0,9,9,9
Arapiraca,Fabricacao de esquadrias de madeira e de pecas de madeira para instalacoes industriais e comerciais,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Arapiraca,Fabricacao de esquadrias de metal,16,2,0,0,2,14,12.5,0.0,12.5,14,16,14
Arapiraca,Fabricacao de estruturas metalicas,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Arapiraca,"Fabricacao de estruturas pre moldadas de concreto armado, em serie e sob encomenda",5,0,1,0,1,4,0.0,20.0,20.0,5,4,4
Arapiraca,Fabricacao de farinha de mandioca e derivados,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,"Fabricacao de farinha de milho e derivados, exceto oleos de milho",2,1,0,0,1,1,50.0,0.0,50.0,1,2,1
Arapiraca,Fabricacao de fibras artificiais e sinteticas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de gelo comum,9,1,0,0,1,8,11.1111,0.0,11.1111,8,9,8
Arapiraca,"Fabricacao de instrumentos musicais, pecas e acessorios",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de laticinios,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Fabricacao de letras, letreiros e placas de qualquer material, exceto luminosos",20,1,0,0,1,19,5.0,0.0,5.0,19,20,19
Arapiraca,"Fabricacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo, pecas e acessorios",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de massas alimenticias,28,0,0,0,0,28,0.0,0.0,0.0,28,28,28
Arapiraca,"Fabricacao de mobiliario para uso medico, cirurgico, odontologico e de laboratorio",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de moveis com predominancia de madeira,110,2,2,1,3,107,1.8182,1.8182,2.7273,108,108,107
Arapiraca,Fabricacao de moveis com predominancia de metal,6,1,0,0,1,5,16.6667,0.0,16.6667,5,6,5
Arapiraca,"Fabricacao de moveis de outros materiais, exceto madeira e metal",4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
Arapiraca,Fabricacao de obras de caldeiraria pesada,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Fabricacao de outros artefatos e produtos de concreto, cimento, fibrocimento, gesso e materiais semelhantes",11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Arapiraca,Fabricacao de outros artigos de carpintaria para construcao,15,0,0,0,0,15,0.0,0.0,0.0,15,15,15
Arapiraca,Fabricacao de outros brinquedos e jogos recreativos nao especificados anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de outros produtos alimenticios nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de outros produtos de metal nao especificados anteriormente,3,1,0,0,1,2,33.3333,0.0,33.3333,2,3,2
Arapiraca,"Fabricacao de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",21,0,0,0,0,21,0.0,0.0,0.0,21,21,21
Arapiraca,Fabricacao de outros produtos texteis nao especificados anteriormente,25,0,0,0,0,25,0.0,0.0,0.0,25,25,25
Arapiraca,Fabricacao de paineis e letreiros luminosos,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,Fabricacao de pneumaticos e de camaras de ar,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Fabricacao de produtos ceramicos nao refratarios nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de produtos de carne,4,0,0,0,0,4,0.0,0.0,0.0,4,4,4
Arapiraca,Fabricacao de produtos de limpeza e polimento,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Arapiraca,Fabricacao de produtos de padaria e confeitaria com predominancia de producao propria,155,6,2,1,7,148,3.871,1.2903,4.5161,149,153,148
Arapiraca,Fabricacao de produtos de panificacao industrial,29,3,2,1,4,25,10.3448,6.8966,13.7931,26,27,25
Arapiraca,"Fabricacao de produtos de pastas celulosicas, papel, cartolina, papel cartao e papelao ondulado nao especificados anteriormente",20,0,0,0,0,20,0.0,0.0,0.0,20,20,20
Arapiraca,"Fabricacao de produtos de trefilados de metal, exceto padronizados",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de produtos derivados do cacau e de chocolates,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,Fabricacao de produtos diversos nao especificados anteriormente,53,0,0,0,0,53,0.0,0.0,0.0,53,53,53
Arapiraca,"Fabricacao de refrescos, xaropes e pos para refrescos, exceto refrescos de frutas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Fabricacao de refrigerantes,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de sorvetes e outros gelados comestiveis,10,1,2,1,2,8,10.0,20.0,20.0,9,8,8
Arapiraca,"Fabricacao de sucos de frutas, hortalicas e legumes, exceto concentrados",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Fabricacao de tintas, vernizes, esmaltes e lacas",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Fabricacao de tubos e acessorios de material plastico para uso na construcao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Fabricacao de velas, inclusive decorativas",5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Arapiraca,Fabricacao de vinagres,3,2,0,0,2,1,66.6667,0.0,66.6667,1,3,1
Arapiraca,"Faccao de pecas do vestuario, exceto roupas intimas",14,0,0,0,0,14,0.0,0.0,0.0,14,14,14
Arapiraca,Faccao de roupas intimas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Faccao de roupas profissionais,11,0,0,0,0,11,0.0,0.0,0.0,11,11,11
Arapiraca,Fornecimento de alimentos preparados preponderantemente para empresas,32,0,0,0,0,32,0.0,0.0,0.0,32,32,32
Arapiraca,Frigorifico - abate de bovinos,1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Fundicao de metais nao ferrosos e suas ligas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Geracao de energia eletrica,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Gestao de redes de esgoto,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Impermeabilizacao em obras de engenharia civil,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Impressao de material para outros usos,24,3,0,0,3,21,12.5,0.0,12.5,21,24,21
Arapiraca,Impressao de material para uso publicitario,51,0,1,0,1,50,0.0,1.9608,1.9608,51,50,50
Arapiraca,Incorporacao de empreendimentos imobiliarios,82,1,1,1,1,81,1.2195,1.2195,1.2195,81,81,81
Arapiraca,Instalacao de maquinas e equipamentos industriais,16,1,0,0,1,15,6.25,0.0,6.25,15,16,15
Arapiraca,Instalacao de paineis publicitarios,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Arapiraca,"Instalacao de portas, janelas, tetos, divisorias e armarios embutidos de qualquer material",17,0,0,0,0,17,0.0,0.0,0.0,17,17,17
Arapiraca,"Instalacao e manutencao de sistemas centrais de ar condicionado, de ventilacao e refrigeracao",93,0,0,0,0,93,0.0,0.0,0.0,93,93,93
Arapiraca,Instalacao e manutencao eletrica,229,5,1,1,5,224,2.1834,0.4367,2.1834,224,228,224
Arapiraca,Instalacoes de sistema de prevencao contra incendio,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,"Instalacoes hidraulicas, sanitarias e de gas",12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Arapiraca,"Manutencao e reparacao de aparelhos e instrumentos de medida, teste e controle",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Manutencao e reparacao de aparelhos eletromedicos e eletroterapeuticos e equipamentos de irradiacao,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Manutencao e reparacao de equipamentos e produtos nao especificados anteriormente,7,0,0,0,0,7,0.0,0.0,0.0,7,7,7
Arapiraca,"Manutencao e reparacao de equipamentos hidraulicos e pneumaticos, exceto valvulas",8,1,2,1,2,6,12.5,25.0,25.0,7,6,6
Arapiraca,"Manutencao e reparacao de geradores, transformadores e motores eletricos",12,0,0,0,0,12,0.0,0.0,0.0,12,12,12
Arapiraca,Manutencao e reparacao de maquinas e aparelhos de refrigeracao e ventilacao para uso industrial e comercial,6,0,0,0,0,6,0.0,0.0,0.0,6,6,6
Arapiraca,"Manutencao e reparacao de maquinas e equipamentos para a industria textil, do vestuario, do couro e calcados",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Manutencao e reparacao de maquinas e equipamentos para agricultura e pecuaria,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Manutencao e reparacao de maquinas e equipamentos para as industrias de alimentos, bebidas e fumo",3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,Manutencao e reparacao de maquinas e equipamentos para uso geral nao especificados anteriormente,8,0,0,0,0,8,0.0,0.0,0.0,8,8,8
Arapiraca,Manutencao e reparacao de maquinas motrizes nao eletricas,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Manutencao e reparacao de maquinas, aparelhos e equipamentos para instalacoes termicas",1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Manutencao e reparacao de maquinas, aparelhos e materiais eletricos nao especificados anteriormente",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Manutencao e reparacao de motocicletas e motonetas,55,0,0,0,0,55,0.0,0.0,0.0,55,55,55
Arapiraca,Manutencao e reparacao de outras maquinas e equipamentos para usos industriais nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,"Manutencao e reparacao de tanques, reservatorios metalicos e caldeiras, exceto para veiculos",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Manutencao e reparacao de tratores agricolas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Manutencao e reparacao de valvulas industriais,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Moagem de trigo e fabricacao de derivados,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Moagem e fabricacao de produtos de origem vegetal nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Obras de acabamento em gesso e estuque,25,0,0,0,0,25,0.0,0.0,0.0,25,25,25
Arapiraca,Obras de alvenaria,184,1,0,0,1,183,0.5435,0.0,0.5435,183,184,183
Arapiraca,Obras de irrigacao,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Obras de terraplenagem,10,0,0,0,0,10,0.0,0.0,0.0,10,10,10
Arapiraca,"Obras de urbanizacao - ruas, pracas e calcadas",5,0,1,0,1,4,0.0,20.0,20.0,5,4,4
Arapiraca,Outras atividades de telecomunicacoes nao especificadas anteriormente,28,0,0,0,0,28,0.0,0.0,0.0,28,28,28
Arapiraca,Outras obras de acabamento da construcao,16,0,0,0,0,16,0.0,0.0,0.0,16,16,16
Arapiraca,Outras obras de engenharia civil nao especificadas anteriormente,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Arapiraca,Outras obras de instalacoes em construcoes nao especificadas anteriormente,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,"Outros servicos de acabamento em fios, tecidos, artefatos texteis e pecas do vestuario",13,0,0,0,0,13,0.0,0.0,0.0,13,13,13
Arapiraca,Perfuracao e construcao de pocos de agua,5,0,0,0,0,5,0.0,0.0,0.0,5,5,5
Arapiraca,Perfuracoes e sondagens,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,Preparacao de massa de concreto e argamassa para construcao,4,1,2,1,2,2,25.0,50.0,50.0,3,2,2
Arapiraca,Preparacao de subprodutos do abate,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Preparacao do leite,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Preparacao e fiacao de fibras de algodao,3,0,0,0,0,3,0.0,0.0,0.0,3,3,3
Arapiraca,"Preservacao de peixes, crustaceos e moluscos",1,1,0,0,1,0,100.0,0.0,100.0,0,1,0
Arapiraca,Processamento industrial do fumo,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Producao de artefatos estampados de metal,4,1,0,0,1,3,25.0,0.0,25.0,3,4,3
Arapiraca,Producao de carvao vegetal - florestas plantadas,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Producao de gas; processamento de gas natural,1,0,0,0,0,1,0.0,0.0,0.0,1,1,1
Arapiraca,Provedores de acesso as redes de comunicacoes,24,4,0,0,4,20,16.6667,0.0,16.6667,20,24,20
Arapiraca,Recondicionamento e recuperacao de motores para veiculos automotores,16,2,0,0,2,14,12.5,0.0,12.5,14,16,14
Arapiraca,"Recuperacao de materiais metalicos, exceto aluminio",2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
Arapiraca,Recuperacao de materiais nao especificados anteriormente,2,0,0,0,0,2,0.0,0.0,0.0,2,2,2
