cnpj_basico,opcao_simples,data_opcao_simples,data_exclusao_simples,opcao_mei,data_opcao_mei,data_exclusao_mei
00093472,S,20260101,20261231,N,00000000,00000000
00217694,S,20210101,20261231,N,00000000,00000000
00217704,N,20170101,20250831,N,00000000,00000000
00217746,S,20200101,00000000,N,00000000,00000000
00262328,S,20250101,00000000,N,00000000,00000000
00269914,S,20150101,20261231,N,00000000,00000000
00276467,S,20210101,00000000,N,00000000,00000000
00284956,S,20210101,00000000,N,00000000,00000000
00290431,S,20260101,00000000,N,00000000,00000000
00312779,N,20070701,20191231,N,00000000,00000000
00364397,S,20260101,00000000,N,00000000,00000000
00396877,S,20070701,00000000,N,00000000,00000000
00421822,S,20240101,00000000,N,00000000,00000000
00445588,S,20250101,00000000,N,00000000,00000000
00467980,S,20240101,20261231,N,00000000,00000000
00482915,S,20100101,00000000,N,00000000,00000000
00483144,N,20150101,20161231,N,00000000,00000000
00503967,N,20200101,20231231,N,00000000,00000000
00526102,N,20070701,20070701,N,00000000,00000000
00552496,S,20070701,00000000,N,00000000,00000000
00554672,N,20250101,20251231,N,00000000,00000000
00564722,S,20230101,00000000,N,00000000,00000000
00578339,N,20070701,20091231,N,00000000,00000000
00587313,S,20250101,00000000,S,20250101,00000000
00587330,N,20220101,20231231,N,00000000,00000000
00596293,S,20200101,00000000,N,00000000,00000000
00602622,N,20120101,20130831,N,00000000,00000000
00618015,S,20090101,00000000,N,00000000,00000000
00683521,S,20260101,20261231,N,00000000,00000000
00692717,S,20070701,00000000,N,00000000,00000000
00696467,S,20240101,00000000,N,00000000,00000000
00698474,N,20240101,20241231,N,00000000,00000000
00712039,N,20200101,20211231,N,00000000,00000000
00719339,S,20070701,00000000,N,00000000,00000000
00719380,S,20130101,00000000,N,00000000,00000000
00741946,S,20240101,00000000,N,00000000,00000000
00771260,S,20170101,00000000,N,00000000,00000000
00773296,S,20070701,00000000,N,00000000,00000000
00785086,S,20260101,00000000,N,00000000,00000000
00796655,S,20170101,00000000,N,00000000,00000000
00807216,S,20070701,00000000,N,00000000,00000000
00818307,S,20070701,00000000,N,00000000,00000000
00823434,N,20120101,20211231,N,00000000,00000000
00856122,N,20070701,20101231,N,00000000,00000000
00858237,N,20070701,20231231,N,00000000,00000000
00874154,S,20190101,00000000,N,00000000,00000000
00887925,N,20070701,20071231,N,00000000,00000000
00901816,S,20220101,00000000,N,00000000,00000000
00901821,S,20210101,00000000,N,00000000,00000000
00947552,S,20240101,00000000,N,00000000,00000000
00961032,S,20240101,20261231,N,00000000,00000000
01030003,S,20250101,00000000,N,00000000,00000000
01047957,S,20260101,20261231,N,00000000,00000000
01050234,S,20250101,00000000,N,00000000,00000000
01050964,N,20070701,20231231,N,00000000,00000000
01084940,S,20150101,20261231,N,00000000,00000000
01096570,S,20260101,20261231,N,00000000,00000000
01123669,S,20070701,20261231,N,00000000,00000000
01162058,S,20140101,20261231,N,00000000,00000000
01163003,S,20170101,00000000,N,00000000,00000000
01171898,N,20070701,20241231,N,00000000,00000000
01217954,S,20070701,00000000,N,00000000,00000000
01232050,S,20170101,00000000,N,00000000,00000000
01232077,S,20220101,00000000,N,00000000,00000000
01234329,S,20180101,00000000,N,00000000,00000000
01243011,N,20240101,20251231,N,00000000,00000000
01287917,S,20240101,00000000,N,00000000,00000000
01301040,S,20190101,00000000,N,00000000,00000000
01319965,N,20240101,20250930,N,00000000,00000000
01333771,S,20260101,20261231,N,00000000,00000000
01333967,S,20260101,20261231,N,00000000,00000000
01336881,S,20070701,20261231,N,00000000,00000000
01343753,S,20070701,00000000,N,00000000,00000000
01346299,N,20070701,20111231,N,00000000,00000000
01357555,S,20250101,00000000,N,00000000,00000000
01362945,S,20250101,00000000,N,00000000,00000000
01372327,S,20260101,00000000,N,00000000,00000000
01393084,S,20110101,00000000,N,00000000,00000000
01459263,S,20070701,20261231,N,00000000,00000000
01493804,S,20260101,00000000,N,00000000,00000000
01537735,S,20070701,00000000,N,00000000,00000000
01543238,S,20190101,00000000,N,00000000,00000000
01551622,N,20070701,20071231,N,00000000,00000000
01559704,S,20170101,20261231,N,00000000,00000000
01574916,N,20070701,20231231,N,00000000,00000000
01584452,N,20250101,20251231,N,00000000,00000000
01588911,S,20130101,00000000,N,00000000,00000000
01596670,N,20070701,20241031,N,00000000,00000000
01611866,N,20070701,20130430,N,00000000,00000000
01615884,S,20250101,20261231,N,00000000,00000000
01672670,S,20260101,20261231,N,00000000,00000000
01722703,N,20070701,20081231,N,00000000,00000000
01728967,S,20070701,00000000,N,00000000,00000000
01747218,N,20080101,20091231,N,00000000,00000000
01752067,S,20070701,00000000,N,00000000,00000000
01758073,N,20090101,20121231,N,00000000,00000000
01762875,N,20070701,20091231,N,00000000,00000000
01774021,N,20200101,20221231,N,00000000,00000000
01788274,S,20240101,00000000,N,00000000,00000000
01788792,S,20260101,20261231,N,00000000,00000000
01890849,S,20260101,00000000,N,20190101,20231231
01900127,N,20230101,20241231,N,00000000,00000000
01904982,S,20240101,00000000,N,00000000,00000000
01913412,S,20240101,20261231,N,00000000,00000000
01954187,N,20090101,20231231,N,00000000,00000000
01980839,S,20250101,20261231,N,00000000,00000000
02009037,N,20180101,20251231,N,00000000,00000000
02050998,N,20070701,20081231,N,00000000,00000000
02068177,N,20250101,20251231,N,00000000,00000000
02070836,N,20190101,20191231,N,00000000,00000000
02107393,S,20100101,20261231,N,00000000,00000000
02108166,S,20150101,20261231,N,00000000,00000000
02108167,S,20070701,00000000,N,00000000,00000000
02109886,S,20110101,00000000,N,00000000,00000000
02110650,N,20170101,20221231,N,00000000,00000000
02112160,S,20250101,20261231,N,00000000,00000000
02112625,S,20070701,00000000,N,00000000,00000000
02113134,S,20070701,00000000,N,00000000,00000000
02117868,S,20240101,00000000,N,00000000,00000000
02130399,S,20190101,00000000,N,00000000,00000000
02143616,N,20070701,20101231,N,00000000,00000000
02143828,N,20070701,20121231,N,00000000,00000000
02143846,S,20110101,00000000,N,00000000,00000000
02149105,N,20070701,20121231,N,00000000,00000000
02149206,N,20070701,20081231,N,00000000,00000000
02169764,S,20200101,00000000,N,00000000,00000000
02177802,S,20070701,00000000,N,00000000,00000000
02181391,S,20120101,00000000,N,00000000,00000000
02195992,S,20070701,00000000,N,00000000,00000000
02231854,N,20100101,20101231,N,00000000,00000000
02245905,S,20070701,00000000,N,00000000,00000000
02250720,S,20180101,00000000,N,00000000,00000000
02255187,N,20090101,20111231,N,00000000,00000000
02261678,S,20260101,00000000,N,00000000,00000000
02263668,S,20250101,00000000,N,00000000,00000000
02269325,S,20240101,00000000,N,00000000,00000000
02281515,S,20150101,20261231,N,00000000,00000000
02299328,S,20260101,00000000,N,00000000,00000000
02308887,N,20200101,20221231,N,00000000,00000000
02308956,N,20070701,20161130,N,00000000,00000000
02324522,N,20200101,20231231,N,00000000,00000000
02343047,N,20070701,20070701,N,00000000,00000000
02347258,S,20260101,20261231,N,00000000,00000000
02355017,N,20070701,20081231,N,00000000,00000000
02356937,S,20160101,20261231,N,00000000,00000000
02358520,S,20150101,00000000,N,00000000,00000000
02378457,S,20190101,00000000,N,00000000,00000000
02380813,S,20150101,20261231,N,00000000,00000000
02380817,N,20070701,20151231,N,00000000,00000000
02399867,N,20120101,20161231,N,00000000,00000000
02403944,N,20070701,20260814,N,00000000,00000000
02413246,S,20150101,00000000,N,00000000,00000000
02442182,S,20250101,00000000,N,00000000,00000000
02445109,N,20110101,20231231,N,00000000,00000000
02450308,N,20160101,20160430,N,00000000,00000000
02453902,S,20220101,00000000,N,00000000,00000000
02463608,N,20070701,20221231,N,00000000,00000000
02480103,S,20250101,00000000,N,00000000,00000000
02484692,N,20250101,20251231,N,00000000,00000000
02496470,S,20240101,00000000,N,00000000,00000000
02527854,S,20070701,00000000,N,00000000,00000000
02539839,N,20180101,20181231,N,00000000,00000000
02548745,S,20260101,00000000,N,00000000,00000000
02551706,S,20210101,20261231,N,00000000,00000000
02559155,S,20200101,00000000,N,00000000,00000000
02597092,S,20070701,00000000,N,00000000,00000000
02617024,N,20240101,20241231,N,00000000,00000000
02621722,S,20240101,00000000,N,00000000,00000000
02626400,S,20260101,00000000,N,00000000,00000000
02627932,S,20260101,00000000,N,00000000,00000000
02688725,S,20070701,00000000,N,00000000,00000000
02691904,S,20070701,00000000,N,00000000,00000000
02711285,N,20160101,20161231,N,00000000,00000000
02738892,S,20260101,00000000,N,00000000,00000000
02748352,S,20070701,00000000,S,20190101,00000000
02749300,S,20190101,00000000,N,00000000,00000000
02752144,S,20090101,00000000,N,00000000,00000000
02765607,S,20130101,20261231,N,00000000,00000000
02779664,S,20070701,20261231,N,20160101,20201231
02796182,S,20250101,00000000,N,00000000,00000000
02812703,N,20070701,20091231,N,00000000,00000000
02833384,N,20070701,20101231,N,00000000,00000000
02851025,N,20070701,20101231,N,00000000,00000000
02853129,N,20070701,20070701,N,00000000,00000000
02865372,S,20160101,20261231,N,00000000,00000000
02872847,N,20240101,20251231,N,00000000,00000000
02886669,S,20250101,20261231,N,00000000,00000000
02905329,S,20180101,00000000,N,00000000,00000000
02918267,N,20070701,20071231,N,00000000,00000000
02928684,S,20200101,00000000,N,00000000,00000000
02944690,S,20190101,00000000,N,00000000,00000000
02958789,N,20150101,20231231,N,00000000,00000000
02972908,S,20070701,00000000,N,00000000,00000000
02977591,N,20250101,20251231,N,00000000,00000000
03000527,N,20160101,20171231,N,00000000,00000000
03022327,S,20200101,00000000,N,00000000,00000000
03032961,S,20070701,00000000,N,00000000,00000000
03041755,S,20250101,20261231,N,00000000,00000000
03049428,S,20150101,00000000,N,00000000,00000000
03065509,N,20190101,20191231,N,00000000,00000000
03066150,S,20240101,00000000,N,00000000,00000000
03091364,N,20150101,20151231,N,00000000,00000000
03094303,S,20070701,00000000,N,00000000,00000000
03096795,S,20240101,20261231,N,00000000,00000000
03131400,N,20070701,20071231,N,00000000,00000000
03137892,N,20070701,20091231,N,00000000,00000000
03138022,N,20070701,20241231,N,00000000,00000000
03172055,S,20260101,00000000,N,00000000,00000000
03194456,S,20070701,20261231,N,00000000,00000000
03199307,S,20220101,00000000,N,00000000,00000000
03246173,N,20220101,20231231,N,00000000,00000000
03266728,N,20080101,20181231,N,00000000,00000000
03299712,N,20070701,20091231,N,00000000,00000000
03308374,S,20260101,20261231,N,00000000,00000000
03326810,N,20240101,20250731,N,00000000,00000000
03332457,N,20150101,20191231,N,00000000,00000000
03335206,S,20090101,00000000,S,20160101,00000000
03337708,S,20240101,00000000,N,00000000,00000000
03338176,S,20240101,00000000,N,00000000,00000000
03340630,S,20240101,00000000,N,00000000,00000000
03343519,S,20260101,00000000,N,00000000,00000000
03346389,S,20260101,20261231,N,00000000,00000000
03357271,N,20150101,20231231,N,00000000,00000000
03370669,S,20070701,20261231,N,00000000,00000000
03408165,S,20250101,00000000,N,00000000,00000000
03426860,S,20200101,00000000,N,00000000,00000000
03427954,N,20070701,20081231,N,00000000,00000000
03432693,S,20260101,00000000,N,00000000,00000000
03440671,N,20190101,20191231,N,00000000,00000000
03464639,N,20140101,20241231,N,00000000,00000000
03471541,N,20240101,20240430,N,00000000,00000000
03480392,N,20070701,20101231,N,00000000,00000000
03496621,S,20260101,00000000,N,00000000,00000000
03499849,N,20220101,20231231,N,00000000,00000000
03499907,N,20240101,20241231,N,00000000,00000000
03501966,N,20090101,20151231,N,00000000,00000000
03509695,S,20260101,20261231,N,00000000,00000000
03513308,S,20260101,00000000,N,00000000,00000000
03521089,N,20070701,20071231,N,00000000,00000000
03531085,S,20220101,00000000,N,00000000,00000000
03533060,S,20240101,20261231,N,00000000,00000000
03548024,N,20070701,20151231,N,00000000,00000000
03548878,S,20070701,00000000,N,00000000,00000000
03555254,S,20250101,20261231,N,00000000,00000000
03568131,S,20220101,00000000,N,00000000,00000000
03578821,N,20200101,20211231,N,00000000,00000000
03598197,N,20230101,20231231,N,00000000,00000000
03598889,S,20250101,00000000,N,00000000,00000000
03611398,S,20240101,00000000,N,00000000,00000000
03614497,S,20170101,00000000,N,00000000,00000000
03633692,N,20140101,20231231,N,00000000,00000000
03641042,N,20070701,20251231,N,00000000,00000000
03645745,S,20260101,20261231,N,00000000,00000000
03649034,S,20180101,00000000,N,00000000,00000000
03657005,S,20220101,00000000,N,00000000,00000000
03701335,S,20200101,00000000,N,00000000,00000000
03735242,S,20260101,00000000,N,00000000,00000000
03738203,S,20260101,20261231,N,00000000,00000000
03740706,S,20250101,00000000,N,00000000,00000000
03759307,S,20250101,00000000,N,00000000,00000000
03767250,S,20110101,00000000,N,00000000,00000000
03779995,N,20090101,20091231,N,00000000,00000000
03814734,S,20160101,00000000,N,00000000,00000000
03843397,N,20080101,20130228,N,00000000,00000000
03859488,N,20170101,20201130,N,00000000,00000000
03890602,S,20260101,00000000,N,00000000,00000000
03921745,N,20150101,20151231,N,00000000,00000000
03953092,S,20250101,00000000,N,00000000,00000000
03956769,N,20230101,20230430,N,00000000,00000000
03993141,S,20150101,00000000,N,00000000,00000000
04018201,S,20210101,00000000,N,00000000,00000000
04020209,N,20230101,20251231,N,00000000,00000000
04067603,S,20070701,00000000,N,00000000,00000000
04068582,N,20160101,20211231,N,00000000,00000000
04070158,N,20250101,20251231,N,00000000,00000000
04090896,S,20240101,20261231,N,00000000,00000000
04101517,S,20070701,00000000,N,00000000,00000000
04102748,S,20070701,00000000,S,20170101,00000000
04103550,N,20100101,20160831,N,00000000,00000000
04128771,S,20200101,20261231,N,00000000,00000000
04143401,N,20120101,20151231,N,00000000,00000000
04157937,N,20080101,20231231,N,00000000,00000000
04169010,S,20070701,00000000,S,20190101,00000000
04185503,S,20250101,00000000,N,00000000,00000000
04214831,S,20150101,20261231,N,00000000,00000000
04224419,S,20120101,00000000,N,00000000,00000000
04225903,S,20100101,00000000,N,00000000,00000000
04234822,N,20150101,20240430,N,00000000,00000000
04245780,S,20260101,00000000,N,00000000,00000000
04260090,S,20250101,00000000,N,00000000,00000000
04261460,N,20220101,20231231,N,00000000,00000000
04271233,N,20070701,20190831,N,00000000,00000000
04274992,N,20240101,20241231,N,00000000,00000000
04276826,S,20260101,20261231,N,00000000,00000000
04280050,S,20070701,00000000,N,00000000,00000000
04287896,N,20220101,20241231,N,00000000,00000000
04299184,N,20110101,20161231,N,00000000,00000000
04311970,S,20190101,00000000,N,00000000,00000000
04318074,N,20170101,20231231,N,00000000,00000000
04319793,S,20250101,20261231,N,00000000,00000000
04321720,N,20230101,20231231,N,00000000,00000000
04327651,S,20240101,20261231,N,00000000,00000000
04372394,S,20200101,20261231,N,00000000,00000000
04381819,S,20080101,20261231,N,00000000,00000000
04401777,S,20180101,00000000,N,00000000,00000000
04420197,N,20070701,20121231,N,00000000,00000000
04423217,N,20070701,20081231,N,00000000,00000000
04426278,N,20070701,20171231,N,00000000,00000000
04430647,S,20070701,00000000,N,00000000,00000000
04444687,S,20110101,00000000,N,00000000,00000000
04444779,S,20260101,00000000,N,00000000,00000000
04454593,S,20070701,00000000,N,00000000,00000000
04464865,N,20240101,20251231,N,00000000,00000000
04487560,N,20250101,20260430,N,00000000,00000000
04487566,N,20240101,20241231,N,00000000,00000000
04488256,S,20070701,00000000,S,20110101,00000000
04493020,N,20070701,20070701,N,00000000,00000000
04498031,S,20260101,00000000,N,00000000,00000000
04503787,N,20210101,20250831,N,00000000,00000000
04509130,S,20250101,00000000,N,00000000,00000000
04515488,S,20200101,20261231,N,00000000,00000000
04518680,N,20240101,20241231,N,00000000,00000000
04531727,N,20210101,20241231,N,00000000,00000000
04534018,N,20070701,20161231,N,00000000,00000000
04535249,N,20090101,20151231,N,00000000,00000000
04575743,S,20230101,00000000,N,00000000,00000000
04583338,S,20070701,20261231,N,00000000,00000000
04603567,N,20220101,20251231,N,00000000,00000000
04610791,N,20070701,20171231,N,00000000,00000000
04615586,N,20120101,20251231,N,00000000,00000000
04631247,S,20220101,00000000,N,00000000,00000000
04654045,N,20170101,20181231,N,00000000,00000000
04658857,N,20190101,20241231,N,00000000,00000000
04663874,S,20160101,00000000,N,00000000,00000000
04676348,N,20180101,20181231,N,00000000,00000000
04679076,S,20220101,20261231,N,00000000,00000000
04709328,N,20070701,20211231,N,00000000,00000000
04722027,S,20070701,00000000,N,00000000,00000000
04722030,S,20250101,20261231,N,00000000,00000000
04722126,S,20260101,20261231,N,00000000,00000000
04722269,S,20260101,20261231,N,00000000,00000000
04723148,S,20240101,00000000,N,00000000,00000000
04735979,S,20070701,00000000,N,00000000,00000000
04736869,S,20260101,20261231,N,00000000,00000000
04745608,S,20260101,00000000,N,00000000,00000000
04750628,S,20070701,00000000,N,00000000,00000000
04767666,N,20130101,20130101,N,00000000,00000000
04769851,S,20170101,00000000,N,00000000,00000000
04774164,S,20240101,00000000,N,00000000,00000000
04800589,S,20070701,00000000,N,00000000,00000000
04819137,N,20070701,20221231,N,00000000,00000000
04821392,S,20080101,00000000,N,00000000,00000000
04823483,N,20140101,20171231,N,00000000,00000000
04834197,S,20260101,00000000,N,00000000,00000000
04839265,N,20240101,20241231,N,00000000,00000000
04855562,S,20260101,00000000,N,20240101,20251231
04873359,S,20220101,00000000,N,00000000,00000000
04878996,S,20110101,00000000,N,00000000,00000000
04884234,S,20070701,00000000,N,00000000,00000000
04885046,N,20240101,20241231,N,00000000,00000000
04885077,N,20230101,20231231,N,00000000,00000000
04918243,N,20190101,20211231,N,00000000,00000000
04918610,N,20070701,20231231,N,00000000,00000000
04920659,S,20070701,00000000,N,00000000,00000000
04940894,N,20180101,20191231,N,00000000,00000000
04964450,S,20070701,00000000,N,00000000,00000000
04996665,S,20240101,00000000,N,00000000,00000000
05011314,N,20070701,20161231,N,00000000,00000000
05017522,N,20070701,20081231,N,00000000,00000000
05023441,S,20180101,00000000,N,00000000,00000000
05033408,S,20070701,00000000,N,00000000,00000000
05065312,S,20260101,00000000,N,00000000,00000000
05073695,N,20070701,20081231,N,00000000,00000000
05077430,S,20260101,00000000,N,00000000,00000000
05087083,S,20180101,20261231,N,00000000,00000000
05097317,N,20070701,20071231,N,00000000,00000000
05112879,S,20070701,00000000,N,00000000,00000000
05123295,S,20070701,00000000,N,00000000,00000000
05132613,N,20220101,20231231,N,00000000,00000000
05132734,S,20230101,00000000,N,00000000,00000000
05134379,S,20260101,00000000,N,00000000,00000000
05138123,S,20220101,20261231,N,00000000,00000000
05151556,N,20070701,20171231,N,00000000,00000000
05170198,N,20240101,20241231,N,00000000,00000000
05211421,S,20180101,00000000,N,00000000,00000000
05211430,S,20080101,00000000,N,00000000,00000000
05232382,N,20070701,20101231,N,00000000,00000000
05232786,S,20211201,00000000,N,00000000,00000000
05246125,N,20070701,20101231,N,00000000,00000000
05261150,S,20070701,00000000,N,00000000,00000000
05308387,N,20240101,20241231,N,00000000,00000000
05327899,N,20070701,20211231,N,00000000,00000000
05329135,N,20120101,20191130,N,00000000,00000000
05330679,N,20240101,20241231,N,00000000,00000000
05330680,S,20180101,00000000,N,00000000,00000000
05334543,S,20070701,00000000,N,00000000,00000000
05342748,N,20150101,20150430,N,00000000,00000000
05346206,S,20260101,00000000,N,00000000,00000000
05352714,S,20070701,00000000,N,00000000,00000000
05355939,N,20170101,20191231,N,00000000,00000000
05359780,S,20070701,00000000,N,00000000,00000000
05366482,N,20150101,20231231,N,00000000,00000000
05377040,S,20240101,00000000,N,00000000,00000000
05379099,N,20070701,20101231,N,00000000,00000000
05383352,S,20150101,20261231,N,00000000,00000000
05417572,S,20070701,00000000,N,00000000,00000000
05425831,N,20070701,20101231,N,00000000,00000000
05439866,S,20130101,00000000,N,00000000,00000000
05439911,S,20070701,20261231,N,00000000,00000000
05453604,S,20260101,20261231,N,00000000,00000000
05454729,N,20170101,20181130,N,00000000,00000000
05457527,S,20260101,00000000,N,00000000,00000000
05467621,S,20260101,00000000,N,00000000,00000000
05469441,S,20090101,00000000,N,00000000,00000000
05473479,N,20200101,20241231,N,00000000,00000000
05485259,S,20260101,00000000,N,00000000,00000000
05488417,S,20230101,00000000,N,00000000,00000000
05494566,S,20070701,00000000,N,00000000,00000000
05516831,S,20250101,20261231,N,00000000,00000000
05523524,S,20220101,20261231,N,00000000,00000000
05523736,S,20190101,20261231,N,00000000,00000000
05537506,S,20210101,00000000,N,00000000,00000000
05539303,S,20170101,00000000,N,00000000,00000000
05541344,N,20100101,20140430,N,00000000,00000000
05545366,N,20120101,20121231,N,00000000,00000000
05550193,N,20240101,20241231,N,00000000,00000000
05582659,S,20250101,00000000,N,00000000,00000000
05588300,N,20160101,20211231,N,00000000,00000000
05605339,S,20250101,20261231,N,00000000,00000000
05607666,S,20140101,00000000,N,00000000,00000000
05638141,S,20200101,20261231,N,00000000,00000000
05644925,N,20240101,20251231,N,00000000,00000000
05660079,S,20250101,20261231,N,00000000,00000000
05660301,N,20070701,20110430,N,00000000,00000000
05675555,S,20170101,00000000,N,00000000,00000000
05683581,S,20260101,00000000,N,00000000,00000000
05693271,S,20070701,00000000,N,00000000,00000000
05694208,S,20260101,00000000,N,00000000,00000000
05727414,S,20100101,00000000,N,00000000,00000000
05746587,S,20260101,00000000,N,00000000,00000000
05760489,S,20150101,00000000,N,00000000,00000000
05772119,N,20230101,20231231,N,00000000,00000000
05789837,N,20240101,20251231,N,00000000,00000000
05804022,S,20250101,00000000,N,00000000,00000000
05817940,N,20200101,20201130,N,00000000,00000000
05836297,N,20100101,20140331,N,00000000,00000000
05841115,N,20100101,20201231,N,00000000,00000000
05858662,N,20070701,20221231,N,00000000,00000000
05864969,N,20070701,20071231,N,00000000,00000000
05873960,S,20070701,00000000,N,00000000,00000000
05877081,S,20250101,00000000,N,00000000,00000000
05884160,S,20090101,00000000,N,00000000,00000000
05904953,S,20160101,00000000,N,00000000,00000000
05913401,N,20080101,20081231,N,00000000,00000000
05913879,S,20160101,00000000,N,00000000,00000000
05925056,S,20070701,00000000,N,00000000,00000000
05929608,N,20130101,20251231,N,00000000,00000000
05929612,S,20070701,00000000,N,00000000,00000000
05933621,N,20070701,20070701,N,00000000,00000000
05954790,N,20100101,20151231,N,00000000,00000000
05957011,S,20240101,00000000,N,00000000,00000000
05964727,S,20070701,00000000,N,00000000,00000000
05972996,S,20260101,00000000,N,00000000,00000000
05977510,N,20170101,20170331,N,00000000,00000000
05980272,S,20260101,00000000,N,00000000,00000000
06004257,S,20160101,20261231,N,00000000,00000000
06005047,N,20240101,20241231,N,00000000,00000000
06007289,S,20190101,00000000,N,00000000,00000000
06007841,N,20180101,20231231,N,00000000,00000000
06012525,S,20190101,00000000,N,00000000,00000000
06012997,S,20070701,00000000,N,00000000,00000000
06038951,S,20260101,20261231,N,00000000,00000000
06042720,S,20070701,00000000,N,00000000,00000000
06070509,S,20070701,00000000,N,00000000,00000000
06078722,S,20230101,00000000,N,00000000,00000000
06109688,S,20260101,00000000,N,00000000,00000000
06113747,N,20070701,20251231,N,00000000,00000000
06114503,S,20240101,00000000,N,00000000,00000000
06114752,S,20130101,00000000,N,00000000,00000000
06129940,N,20070701,20121231,N,00000000,00000000
06129980,S,20260101,20261231,N,00000000,00000000
06143647,N,20070701,20180930,N,00000000,00000000
06145615,S,20080101,00000000,N,00000000,00000000
06157203,N,20070701,20220630,N,00000000,00000000
06157827,S,20260101,20261231,N,00000000,00000000
06159022,N,20120101,20120531,N,00000000,00000000
06161119,S,20240101,00000000,N,00000000,00000000
06182329,N,20250101,20250930,N,00000000,00000000
06190387,N,20160101,20241231,N,00000000,00000000
06193039,N,20240101,20241231,N,00000000,00000000
06197769,S,20250101,20261231,N,00000000,00000000
06204078,S,20070701,00000000,N,00000000,00000000
06209606,N,20070701,20070701,N,00000000,00000000
06211341,N,20220101,20231231,N,00000000,00000000
06214473,N,20250101,20251231,N,00000000,00000000
06251018,N,20190101,20191231,N,00000000,00000000
06274810,S,20070701,00000000,N,00000000,00000000
06284740,S,20220101,00000000,N,00000000,00000000
06296589,S,20260101,00000000,N,00000000,00000000
06304701,S,20170101,00000000,N,00000000,00000000
06314044,S,20150101,00000000,N,00000000,00000000
06325812,S,20070701,00000000,N,00000000,00000000
06327342,S,20230101,00000000,N,00000000,00000000
06328605,N,20070701,20081231,N,00000000,00000000
06334602,S,20070701,20261231,N,00000000,00000000
06345065,S,20170101,00000000,N,00000000,00000000
06346930,S,20190101,00000000,N,00000000,00000000
06351389,N,20120101,20201231,N,00000000,00000000
06643226,S,20210101,00000000,N,00000000,00000000
06658663,N,20070701,20071231,N,00000000,00000000
06696585,S,20250101,00000000,N,00000000,00000000
06698221,N,20070701,20091231,N,00000000,00000000
06746434,N,20240101,20241231,N,00000000,00000000
06877489,S,20100101,00000000,N,00000000,00000000
06877748,N,20070701,20101231,N,00000000,00000000
06901817,S,20070701,00000000,N,00000000,00000000
06907707,N,20070701,20091231,N,00000000,00000000
06916292,S,20120101,20261231,N,00000000,00000000
06937784,N,20070701,20070701,N,00000000,00000000
06943796,S,20070701,00000000,N,00000000,00000000
06943854,S,20070701,00000000,N,00000000,00000000
06945633,N,20140101,20241231,N,00000000,00000000
06954172,S,20070701,00000000,N,00000000,00000000
06979139,S,20260101,20261231,N,00000000,00000000
06993961,N,20240101,20241231,N,00000000,00000000
07001658,S,20260101,20261231,N,00000000,00000000
07004514,S,20260101,00000000,N,00000000,00000000
07015311,S,20250101,20261231,N,00000000,00000000
07040265,N,20250101,20251231,N,00000000,00000000
07040649,N,20230101,20231231,N,00000000,00000000
07042680,S,20240101,20261231,N,00000000,00000000
07044078,S,20070701,00000000,N,00000000,00000000
07053030,S,20130101,20261231,N,00000000,00000000
07055930,N,20070701,20101231,N,00000000,00000000
07060843,S,20210101,20261231,N,00000000,00000000
07063735,N,20130101,20131231,N,00000000,00000000
07068670,S,20230101,20261231,N,00000000,00000000
07078219,S,20190101,00000000,N,00000000,00000000
07085531,S,20240101,20261231,N,00000000,00000000
07105613,S,20260101,20261231,N,00000000,00000000
07107965,S,20260101,00000000,N,00000000,00000000
07111432,N,20150101,20181231,N,00000000,00000000
07133807,S,20070701,00000000,N,00000000,00000000
07149307,S,20250101,00000000,N,00000000,00000000
07156214,S,20260101,00000000,N,00000000,00000000
07165166,N,20180101,20231031,N,00000000,00000000
07167080,N,20150101,20151231,N,00000000,00000000
07168715,S,20190101,00000000,N,00000000,00000000
07170880,S,20260101,00000000,N,00000000,00000000
07185229,N,20090101,20241231,N,00000000,00000000
07202780,N,20070701,20101231,N,00000000,00000000
07215439,S,20250101,00000000,N,00000000,00000000
07222745,N,20160101,20181231,N,00000000,00000000
07241741,S,20140101,00000000,N,00000000,00000000
07242256,N,20070701,20081231,N,00000000,00000000
07246670,S,20090101,00000000,N,00000000,00000000
07249002,S,20070701,00000000,N,00000000,00000000
07250211,S,20180101,00000000,N,00000000,00000000
07278835,N,20070701,20161231,N,00000000,00000000
07285314,N,20080101,20151231,N,00000000,00000000
07285336,S,20240101,20261231,N,00000000,00000000
07285363,N,20070701,20161231,N,00000000,00000000
07285381,S,20250101,00000000,N,00000000,00000000
07313055,S,20240101,20261231,N,00000000,00000000
07315678,S,20230101,00000000,N,00000000,00000000
07317914,S,20240101,00000000,N,00000000,00000000
07319381,S,20260101,00000000,N,00000000,00000000
07319727,N,20070701,20141231,N,00000000,00000000
07337342,N,20070701,20230228,N,00000000,00000000
07341927,S,20120101,00000000,N,00000000,00000000
07343582,S,20180101,00000000,N,00000000,00000000
07347717,N,20070701,20081231,N,00000000,00000000
07348227,S,20250101,00000000,N,00000000,00000000
07397455,S,20200101,00000000,N,00000000,00000000
07409230,N,20070701,20151231,N,00000000,00000000
07409902,N,20070701,20101231,N,00000000,00000000
07419365,N,20080101,20091231,N,00000000,00000000
07429288,S,20070701,00000000,N,00000000,00000000
07431069,S,20070701,00000000,N,00000000,00000000
07436692,N,20150101,20251231,N,00000000,00000000
