cnpj_basico,opcao_simples,data_opcao_simples,data_exclusao_simples,opcao_mei,data_opcao_mei,data_exclusao_mei
33775674,N,20190530,20221231,N,20190530,20191231
33777364,S,20190530,20261231,S,20190530,20261231
33778628,S,20190530,00000000,N,20190530,20260731
33780474,S,20190530,00000000,N,20190530,20251231
33783841,S,20190530,00000000,S,20190530,00000000
33784082,S,20190530,00000000,S,20190530,00000000
33784528,S,20190530,00000000,S,20190530,00000000
33787531,S,20190531,20261231,S,20190531,20261231
33788427,S,20190531,00000000,S,20190531,00000000
33788462,S,20190531,00000000,S,20190531,00000000
33789341,N,20190531,20241231,N,20190531,20241231
33792145,S,20190531,20261231,N,20190531,20231231
33792480,S,20190531,00000000,S,20190531,00000000
33793941,S,20190531,00000000,S,20190531,00000000
33794359,S,20190531,00000000,N,00000000,00000000
33796950,N,20190531,20251231,N,20190531,20251231
33799369,S,20190601,00000000,S,20190601,00000000
33800386,S,20190601,00000000,S,20190601,00000000
33801471,S,20190602,00000000,S,20190602,00000000
33801650,S,20190602,00000000,S,20190602,00000000
33806344,S,20260101,00000000,S,20260101,00000000
33808420,S,20190603,00000000,S,20190603,00000000
33812665,S,20260101,00000000,N,00000000,00000000
33818597,S,20250101,00000000,N,20190604,20211231
33819710,S,20190604,00000000,S,20190604,00000000
33821290,N,20190604,20251231,N,20190604,20251231
33822009,S,20190604,00000000,S,20190604,00000000
33822373,S,20190604,00000000,N,00000000,00000000
33822847,S,20190604,20261231,N,20190604,20240531
33823486,S,20190604,00000000,S,20190604,00000000
33826064,S,20190604,00000000,S,20190604,00000000
33829810,N,20240101,20241231,N,20190604,20201231
33831244,S,20190604,00000000,S,20190604,00000000
33834648,S,20190605,00000000,S,20190605,00000000
33836027,S,20240101,00000000,N,20190605,20210430
33837447,S,20190605,00000000,S,20190605,00000000
33841153,S,20190605,00000000,N,20190605,20220131
33843666,S,20190605,00000000,N,20190605,20231231
33845573,S,20190605,00000000,S,20190605,00000000
33847172,S,20190606,00000000,S,20190606,00000000
33847184,S,20190606,00000000,S,20190606,00000000
33848253,S,20190606,00000000,S,20190606,00000000
33848418,S,20190606,00000000,S,20190606,00000000
33849925,N,20190606,20241231,N,20190606,20241231
33850382,N,20190606,20241231,N,20190606,20241231
33856737,N,20190606,20231231,N,20190606,20190930
33858979,S,20190606,00000000,S,20190606,00000000
33861639,N,20230101,20231231,N,00000000,00000000
33862643,S,20190607,00000000,S,20190607,00000000
33863230,S,20190607,00000000,N,20190607,20250228
33863974,S,20190607,00000000,N,00000000,00000000
33867288,S,20260101,20261231,N,20190607,20251231
33867503,S,20190607,00000000,S,20190607,00000000
33869872,S,20190609,00000000,S,20190609,00000000
33872355,S,20190610,00000000,S,20190610,00000000
33874048,N,20190610,20241231,N,20190610,20241231
33875555,N,20190610,20241231,N,20190610,20241231
33875721,N,20190610,20241231,N,20190610,20241231
33877642,S,20190610,00000000,N,20190610,20251231
33879150,S,20190610,00000000,N,20230101,20260131
33880317,N,20250101,20251231,N,20190610,20210228
33880680,N,20190610,20241231,N,20190610,20241231
33882548,N,20190610,20241231,N,20190610,20241231
33885038,N,20240101,20241231,N,20190610,20210831
33886172,N,20240101,20251231,N,20190611,20211231
33886503,N,20190611,20231231,N,20190611,20210831
33886901,S,20190611,00000000,S,20190611,00000000
33890378,S,20190611,00000000,S,20190611,00000000
33890833,N,20240101,20250831,N,00000000,00000000
33892708,S,20190611,00000000,N,00000000,00000000
33895092,S,20190611,00000000,S,20190611,00000000
33897107,S,20190611,00000000,N,00000000,00000000
33900669,N,20240101,20241231,N,20190611,20201231
33905715,S,20260101,00000000,N,20190612,20241231
33906307,S,20190612,20261231,N,00000000,00000000
33912044,S,20190612,00000000,S,20190612,00000000
33913735,S,20250101,20261231,N,20190612,20221231
33914371,N,20190612,20251231,N,20190612,20251231
33918361,N,20190613,20231231,N,20190613,20220131
33927636,N,20190614,20241231,N,00000000,00000000
33930177,N,20190614,20251231,N,20190614,20251231
33931548,N,20190614,20231231,N,00000000,00000000
33939159,S,20190615,00000000,S,20190615,00000000
33939261,S,20190615,00000000,S,20190615,00000000
33940637,S,20190616,00000000,S,20190616,00000000
33943535,S,20190617,00000000,S,20190617,00000000
33947231,S,20260101,00000000,N,00000000,00000000
33947918,N,20250101,20251231,N,00000000,00000000
33954890,S,20190617,00000000,S,20190617,00000000
33961150,N,20190618,20251231,N,20230101,20230101
33963824,S,20260101,20261231,N,20190618,20230331
33967791,S,20190618,00000000,S,20190618,00000000
33973344,S,20190619,00000000,S,20190619,00000000
33977619,S,20190619,00000000,S,20190619,00000000
33994374,S,20190621,00000000,N,20190621,20260430
33997425,N,20190622,20241231,N,20190622,20241231
34013373,N,20190624,20241231,N,20190624,20241231
34015072,N,20250101,20251231,N,00000000,00000000
34015781,S,20250101,00000000,S,20250101,00000000
34015921,N,20190625,20231231,N,00000000,00000000
34016262,S,20190625,00000000,S,20190625,00000000
34023896,S,20240101,00000000,N,20190625,20221231
34029412,S,20190625,00000000,S,20190625,00000000
34031940,S,20190626,00000000,S,20190626,00000000
34036763,N,20190626,20251231,N,20190626,20251231
34040555,N,20190626,20241231,N,00000000,00000000
34042448,S,20190626,00000000,S,20190626,00000000
34044504,S,20190626,20261231,S,20190626,20261231
34045475,S,20190626,00000000,S,20190626,00000000
34052402,S,20190627,00000000,S,20190627,00000000
34052785,S,20190627,00000000,N,20190627,20190630
34053746,S,20260101,00000000,N,00000000,00000000
34057230,S,20190628,20261231,N,20190628,20251031
34057374,N,20190628,20250228,N,00000000,00000000
34059613,S,20190628,00000000,S,20190628,00000000
34062829,N,20190628,20251231,N,20190628,20251231
34065107,S,20190628,00000000,S,20190628,00000000
34066096,N,20190629,20251231,N,20190629,20251231
34066674,S,20260101,00000000,S,20260101,00000000
34071450,S,20190701,00000000,N,00000000,00000000
34074887,S,20190701,00000000,S,20190701,00000000
34077760,S,20190701,00000000,S,20190701,00000000
34082746,S,20190701,00000000,S,20190701,00000000
34082881,S,20250101,00000000,N,20190701,20200430
34085495,S,20260101,00000000,N,00000000,00000000
34087316,S,20190702,00000000,S,20190702,00000000
34088258,N,20190702,20241231,N,20190702,20241231
34088947,N,20190702,20201231,N,00000000,00000000
34089605,S,20190702,00000000,S,20190702,00000000
34092359,S,20190702,00000000,S,20190702,00000000
34095642,S,20190702,00000000,S,20190702,00000000
34097095,N,20190702,20251231,N,20190702,20251231
34098180,N,20250101,20251231,N,20190703,20221231
34098503,N,20190703,20251231,N,20190703,20251231
34099857,S,20190703,00000000,S,20190703,00000000
34100254,N,20190703,20251231,N,20190703,20251231
34101504,N,20190703,20241231,N,20190703,20241231
34103587,S,20260101,00000000,N,00000000,00000000
34113776,N,20190704,20241231,N,20190704,20241231
34114325,N,20190704,20251231,N,20190704,20241231
34114385,S,20190704,00000000,S,20190704,00000000
34114727,S,20190704,00000000,S,20190704,00000000
34115409,N,20190704,20231231,N,20190704,20201231
34119309,S,20190704,00000000,S,20190704,00000000
34124025,S,20190704,00000000,S,20190704,00000000
34128222,N,20190705,20231231,N,00000000,00000000
34131450,N,20190705,20241231,N,20190705,20241231
34132133,S,20260101,00000000,S,20260101,00000000
34134279,S,20190705,00000000,S,20190705,00000000
34134489,S,20220101,00000000,S,20220101,00000000
34134559,S,20190705,20261231,N,20190705,20251231
34135502,S,20190705,00000000,S,20190705,00000000
34137614,N,20190706,20241231,N,20190706,20241231
34139640,S,20190707,00000000,S,20190707,00000000
34140514,N,20250101,20251231,N,00000000,00000000
34141425,S,20190708,00000000,S,20190708,00000000
34143785,N,20190708,20251231,N,20190708,20251231
34144322,S,20190708,20261231,N,00000000,00000000
34144615,N,20190708,20231231,N,20190708,20221231
34147932,S,20190708,00000000,S,20190708,00000000
34149028,S,20190708,20261231,N,20190708,20250831
34151315,S,20250101,20261231,N,20190709,20230430
34152715,S,20190709,00000000,S,20190709,00000000
34156473,S,20190709,00000000,S,20190709,00000000
34158259,S,20190709,20261231,N,20190709,20250131
34159774,N,20250101,20251231,N,20250101,20251231
34165305,S,20190710,00000000,S,20190710,00000000
34165958,S,20190710,00000000,S,20190710,00000000
34166929,S,20190710,00000000,S,20190710,00000000
34171452,N,20240101,20241231,N,00000000,00000000
34173523,S,20190710,00000000,S,20190710,00000000
34173845,N,20190710,20241231,N,20190710,20241231
34174560,S,20190711,00000000,S,20190711,00000000
34175177,S,20260101,20261231,N,00000000,00000000
34175480,N,20190711,20230930,N,00000000,00000000
34175859,N,20240101,20241231,N,00000000,00000000
34176158,N,20190711,20241231,N,20190711,20241231
34176955,S,20190711,00000000,N,20190711,20241231
34178689,N,20190711,20241231,N,20190711,20241231
34178803,S,20190711,00000000,S,20190711,00000000
34182809,S,20190711,00000000,S,20190711,00000000
34182979,S,20190711,00000000,S,20190711,00000000
34187151,S,20190711,00000000,S,20190711,00000000
34191549,S,20190712,00000000,S,20190712,00000000
34191645,N,20190712,20241231,N,20190712,20241231
34194543,S,20190712,00000000,N,20190712,20191231
34194581,S,20230101,00000000,N,00000000,00000000
34196255,S,20190712,00000000,N,20190712,20240131
34201276,S,20190712,00000000,S,20190712,00000000
34203618,S,20190713,00000000,S,20190713,00000000
34206277,S,20250101,00000000,N,20220101,20241231
34206467,N,20190714,20251231,N,20190714,20241231
34214430,N,20190715,20241231,N,20190715,20241231
34218216,S,20190715,00000000,S,20190715,00000000
34218448,S,20190715,00000000,S,20190715,00000000
34219574,N,20190715,20231231,N,20190715,20210531
34221795,N,20190716,20241231,N,20190716,20241231
34224234,S,20240101,00000000,N,00000000,00000000
34225304,N,20190716,20241231,N,20190716,20241231
34226387,S,20190716,00000000,N,00000000,00000000
34228043,S,20190716,00000000,N,00000000,00000000
34235129,S,20190717,00000000,S,20190717,00000000
34236395,N,20190717,20241231,N,20190717,20241231
34236818,S,20190717,00000000,N,00000000,00000000
34238689,S,20190717,00000000,S,20190717,00000000
34249432,S,20190718,00000000,S,20190718,00000000
34250310,S,20190718,00000000,S,20190718,00000000
34251012,N,20220101,20231231,N,00000000,00000000
34252504,S,20190718,00000000,S,20190718,00000000
34255154,S,20190718,00000000,S,20190718,00000000
34255525,S,20190718,00000000,S,20190718,00000000
34255721,S,20190718,00000000,S,20190718,00000000
34260850,S,20190718,00000000,S,20190718,00000000
34262970,S,20190719,00000000,N,20190719,20191031
34263010,S,20190719,00000000,S,20190719,00000000
34263237,N,20190719,20241231,N,20190719,20241231
34264166,S,20250101,00000000,N,00000000,00000000
34265664,N,20190719,20230131,N,20190719,20221130
34271181,S,20260101,20261231,N,20190719,20231231
34271768,S,20190719,00000000,S,20190719,00000000
34276986,S,20190722,00000000,S,20190722,00000000
34277255,N,20190722,20251231,N,20190722,20251231
34278563,S,20190722,00000000,S,20190722,00000000
34279892,S,20190722,00000000,N,00000000,00000000
34283991,N,20190722,20231231,N,00000000,00000000
34287889,S,20190722,00000000,S,20190722,00000000
34288231,S,20250101,20261231,N,20190722,20191231
34288374,S,20190722,00000000,S,20190722,00000000
34294882,N,20190723,20251231,N,20190723,20251231
34296802,N,20190723,20241231,N,20190723,20241231
34297223,S,20190723,00000000,S,20190723,00000000
34298534,S,20190723,00000000,S,20190723,00000000
34299041,S,20260101,00000000,N,00000000,00000000
34304777,S,20190724,00000000,S,20190724,00000000
34305415,S,20240101,00000000,N,00000000,00000000
34307700,S,20190724,20261231,S,20190724,20261231
34310100,S,20190724,00000000,S,20190724,00000000
34310237,N,20190724,20241231,N,20190724,20241231
34310575,S,20260101,00000000,N,20190724,20230831
34314056,N,20190725,20251231,N,00000000,00000000
34315990,N,20190725,20231231,N,00000000,00000000
34316676,S,20260101,00000000,N,20260101,20260531
34316680,S,20190725,00000000,S,20190725,00000000
34317645,S,20260101,00000000,S,20260101,00000000
34319126,S,20190725,00000000,S,20190725,00000000
34321742,N,20190725,20241231,N,20190725,20241231
34325152,S,20190725,00000000,S,20190725,00000000
34325155,S,20190725,00000000,S,20190725,00000000
34328814,S,20190726,00000000,S,20190726,00000000
34331529,N,20190726,20251231,N,20190726,20251231
34332797,S,20190726,00000000,S,20190726,00000000
34333052,N,20190726,20241231,N,20190726,20241231
34335765,S,20190726,00000000,S,20190726,00000000
34340237,S,20190726,00000000,S,20190726,00000000
34341809,S,20250101,00000000,S,20250101,00000000
34345237,S,20190729,00000000,S,20190729,00000000
34345308,S,20190729,00000000,S,20190729,00000000
34348652,N,20190729,20240131,N,00000000,00000000
34353255,S,20260101,00000000,N,00000000,00000000
34355879,N,20190729,20241231,N,20190729,20241231
34357025,S,20260101,20261231,N,20190729,20251231
34359629,N,20190730,20241231,N,20190730,20241231
34361024,S,20190730,00000000,N,20190730,20211231
34361129,S,20190730,20261231,S,20190730,20261231
34361235,S,20190730,00000000,S,20190730,00000000
34366034,S,20190730,00000000,N,00000000,00000000
34367740,S,20190730,00000000,N,20190730,20241231
34368694,N,20190730,20251231,N,20190730,20251231
34369958,S,20190730,00000000,S,20190730,00000000
34373201,S,20250101,00000000,S,20250101,00000000
34374517,N,20190731,20241231,N,20190731,20241231
34375849,S,20190731,00000000,S,20190731,00000000
34376394,S,20190731,00000000,N,00000000,00000000
34376451,S,20190731,00000000,S,20190731,00000000
34377285,S,20190731,00000000,S,20190731,00000000
34380490,S,20190731,00000000,S,20190731,00000000
34382439,S,20190731,00000000,S,20190731,00000000
34387925,N,20190731,20251231,N,20190731,20251231
34389109,S,20190801,00000000,S,20190801,00000000
34391131,N,20190801,20241231,N,20190801,20241231
34392347,S,20190801,00000000,S,20190801,00000000
34394209,S,20190801,00000000,S,20190801,00000000
34396417,S,20190801,00000000,S,20190801,00000000
34400646,S,20190801,00000000,S,20190801,00000000
34404125,S,20190802,00000000,S,20190802,00000000
34406608,S,20190802,20261231,N,00000000,00000000
34407753,N,20190802,20241231,N,20190802,20241231
34408517,S,20190802,00000000,S,20190802,00000000
34411633,S,20190802,20261231,S,20190802,20261231
34412328,S,20190802,00000000,S,20190802,00000000
34416458,S,20190803,00000000,S,20190803,00000000
34418959,S,20190803,00000000,S,20190803,00000000
34419405,S,20190804,00000000,S,20190804,00000000
34423444,S,20190805,00000000,S,20190805,00000000
34425449,S,20190805,00000000,S,20190805,00000000
34425848,S,20190805,00000000,S,20190805,00000000
34432960,S,20190805,00000000,S,20190805,00000000
34434201,N,20190805,20241231,N,20190805,20241231
34438059,S,20190806,00000000,N,00000000,00000000
34439625,S,20240101,00000000,N,00000000,00000000
34443468,N,20190806,20241231,N,00000000,00000000
34446389,S,20190806,00000000,S,20190806,00000000
34446436,S,20250101,20261231,N,00000000,00000000
34446966,S,20190806,00000000,S,20190806,00000000
34448667,S,20190806,20261231,S,20190806,20261231
34449558,S,20260101,20261231,N,20190806,20251231
34453218,S,20250101,00000000,N,20190807,20210131
34454377,S,20190807,00000000,S,20190807,00000000
34454455,S,20260101,00000000,N,00000000,00000000
34454740,S,20190807,00000000,S,20190807,00000000
34463408,S,20190807,00000000,S,20190807,00000000
34464836,S,20190808,00000000,S,20190808,00000000
34466843,S,20190808,00000000,S,20190808,00000000
34473216,S,20190808,00000000,S,20190808,00000000
34474314,S,20190808,00000000,S,20190808,00000000
34479128,N,20240101,20241231,N,00000000,00000000
34481336,S,20190809,20261231,S,20190809,20261231
34488264,S,20250101,20261231,N,00000000,00000000
34488722,S,20190809,00000000,S,20190809,00000000
34488870,S,20250101,00000000,S,20250101,00000000
34491783,N,20190809,20251231,N,20190809,20251231
34494897,S,20190811,00000000,S,20190811,00000000
34496803,N,20190812,20251231,N,20190812,20251231
34499972,S,20190812,00000000,S,20190812,00000000
34500559,N,20190812,20231231,N,00000000,00000000
34501369,S,20190812,00000000,S,20190812,00000000
34501477,S,20190812,00000000,N,00000000,00000000
34501496,S,20190812,00000000,S,20190812,00000000
34505915,S,20190812,00000000,N,00000000,00000000
34510127,N,20210101,20231231,N,20190812,20191031
34513070,S,20190813,00000000,S,20190813,00000000
34514986,S,20190813,00000000,S,20190813,00000000
34515550,N,20250101,20251231,N,20250101,20251231
34515694,N,20190813,20241231,N,20190813,20241231
34517497,N,20190813,20241231,N,20190813,20241231
34517740,S,20190813,00000000,S,20190813,00000000
34519122,S,20240101,20261231,N,00000000,00000000
34524755,N,20190813,20241231,N,20190813,20241231
34529269,S,20190814,00000000,S,20190814,00000000
34533458,S,20190814,20261231,N,20190814,20251231
34535332,S,20190814,00000000,N,00000000,00000000
34535978,N,20190814,20251231,N,20190814,20251231
34538035,S,20250101,20261231,N,00000000,00000000
34545728,N,20190815,20241231,N,20190815,20241231
34549108,S,20190815,20261231,N,00000000,00000000
34553022,S,20190815,00000000,S,20190815,00000000
34556327,S,20190815,00000000,S,20190815,00000000
34567626,N,20190816,20221231,N,20190816,20191231
34568950,N,20190816,20241231,N,20190816,20241231
34571747,N,20190817,20241231,N,20190817,20241231
34571784,S,20190817,00000000,S,20190817,00000000
34574374,S,20190819,00000000,S,20190819,00000000
34576426,S,20190819,00000000,S,20190819,00000000
34577728,S,20220101,00000000,N,00000000,00000000
34579392,N,20190819,20241231,N,20190819,20241231
34579970,S,20190819,00000000,S,20190819,00000000
34581175,N,20190819,20251231,N,20190819,20251231
34582088,N,20250101,20251231,N,00000000,00000000
34585886,S,20190819,00000000,S,20190819,00000000
34586798,S,20190819,00000000,S,20190819,00000000
34586881,S,20190819,00000000,S,20190819,00000000
34588778,S,20190820,00000000,N,20190820,20231231
34593415,S,20190820,20261231,N,00000000,00000000
34593537,N,20190820,20231231,N,00000000,00000000
34598218,N,20190820,20241231,N,20190820,20241231
34600792,S,20190820,00000000,N,20190820,20240331
34607038,S,20190821,00000000,S,20190821,00000000
34607113,S,20190821,00000000,S,20190821,00000000
34607463,S,20190821,20261231,N,00000000,00000000
34608721,S,20190821,00000000,S,20190821,00000000
34608767,S,20250101,20261231,N,00000000,00000000
34609976,S,20190821,00000000,S,20190821,00000000
34610229,S,20190821,00000000,S,20190821,00000000
34617459,S,20190821,00000000,N,20190821,20240229
34621249,S,20190822,00000000,N,00000000,00000000
34621462,N,20250101,20251231,N,20190822,20241231
34622759,S,20190822,00000000,S,20190822,00000000
34622799,S,20190822,00000000,S,20190822,00000000
34624508,S,20190822,00000000,S,20190822,00000000
34626268,S,20190822,00000000,N,00000000,00000000
34629060,N,20190822,20251231,N,20190822,20251231
34630670,S,20190822,00000000,S,20190822,00000000
34631305,S,20190822,00000000,S,20190822,00000000
34635220,S,20260101,20261231,N,20190822,20241231
34638513,N,20190823,20231231,N,00000000,00000000
34638806,S,20190823,00000000,S,20190823,00000000
34638832,S,20260101,20261231,N,00000000,00000000
34643373,N,20190823,20241231,N,20190823,20241231
34645999,S,20190825,00000000,S,20190825,00000000
34648452,S,20250101,00000000,S,20260101,00000000
34649017,S,20190826,00000000,S,20190826,00000000
34649443,N,20190826,20251231,N,20190826,20251231
34650103,N,20190826,20251231,N,20190826,20251231
34652649,N,20190826,20231231,N,00000000,00000000
34654143,S,20250101,20261231,N,00000000,00000000
34655003,S,20190826,00000000,S,20190826,00000000
34663364,N,20190826,20241231,N,20190826,20241231
34665037,S,20190827,00000000,S,20190827,00000000
34666978,N,20190827,20231231,N,20190827,20210430
34671344,S,20190827,00000000,S,20190827,00000000
34676946,N,20190827,20251231,N,20190827,20221231
34681036,N,20190828,20231231,N,00000000,00000000
34683026,N,20190828,20211231,N,00000000,00000000
34683913,S,20190828,00000000,S,20190828,00000000
34684435,S,20220101,00000000,N,00000000,00000000
34684788,S,20190828,00000000,S,20190828,00000000
34687080,S,20250101,20261231,N,20190828,20191231
34696608,S,20190829,00000000,S,20190829,00000000
34697835,S,20190829,00000000,N,20190829,20251231
34702664,N,20190829,20251231,N,20190829,20251231
34707225,S,20190829,20261231,N,20190829,20221231
34708437,S,20190829,20261231,S,20190829,20261231
34710045,S,20250101,00000000,S,20250101,00000000
34712218,S,20190830,00000000,S,20190830,00000000
34712925,S,20190830,00000000,S,20190830,00000000
34715051,S,20190830,00000000,S,20190830,00000000
34716276,S,20190830,00000000,N,00000000,00000000
34717061,N,20190830,20231231,N,00000000,00000000
34719121,N,20190830,20241231,N,00000000,00000000
34719993,S,20190830,00000000,S,20190830,00000000
34720909,S,20190830,00000000,S,20190830,00000000
34721807,S,20250101,00000000,N,20190830,20241231
34722200,N,20190831,20251231,N,20190831,20251231
34723371,S,20190831,00000000,S,20190831,00000000
34723651,S,20190831,00000000,S,20190831,00000000
34724077,S,20190831,00000000,S,20190831,00000000
34726360,S,20190902,00000000,S,20190902,00000000
34728017,N,20190902,20241231,N,20190902,20241231
34728809,S,20260101,00000000,S,20260101,00000000
34734060,S,20190902,00000000,S,20190902,00000000
34735528,N,20190902,20251231,N,20190902,20251231
34736105,S,20260101,00000000,S,20260101,00000000
34736287,S,20190902,20261231,S,20190902,20261231
34737515,S,20190902,00000000,N,00000000,00000000
34742846,N,20190903,20231231,N,00000000,00000000
34744162,S,20250101,00000000,S,20250101,00000000
34744427,S,20190903,00000000,S,20190903,00000000
34747138,N,20190903,20221231,N,00000000,00000000
34752270,S,20260101,00000000,S,20260101,00000000
34756167,N,20190904,20231231,N,00000000,00000000
34760965,S,20190904,00000000,S,20190904,00000000
34761042,S,20190904,20261231,N,00000000,00000000
34762458,S,20190904,00000000,N,00000000,00000000
34763533,N,20190904,20251231,N,20190904,20251231
34764826,N,20190904,20241231,N,20190904,20241231
34772927,S,20190905,20261231,N,00000000,00000000
34774574,S,20190905,20261231,S,20190905,20261231
34778440,S,20190905,00000000,S,20190905,00000000
34780526,N,20190905,20251231,N,20190905,20251231
34781315,N,20190905,20251231,N,20190905,20251231
34781341,S,20190905,20261231,S,20190905,20261231
34786325,S,20190906,20261231,N,20190906,20211231
34786603,S,20190906,00000000,N,00000000,00000000
34786880,S,20240101,00000000,N,00000000,00000000
34787050,S,20190906,00000000,S,20190906,00000000
34787634,S,20190906,00000000,S,20190906,00000000
34789209,N,20190906,20241231,N,20190906,20241231
34789443,S,20190906,20261231,S,20220101,20261231
34789901,S,20260101,00000000,N,00000000,00000000
34792185,S,20190906,00000000,S,20190906,00000000
34792326,S,20190906,00000000,S,20190906,00000000
34792461,N,20190906,20241231,N,20190906,20241231
34793882,N,20190906,20251231,N,20190906,20251231
34793956,S,20190906,00000000,S,20190906,00000000
34795712,S,20260101,20261231,S,20260101,20261231
34796463,S,20190908,00000000,S,20190908,00000000
34797590,S,20190909,00000000,N,20190909,20231231
34798669,S,20190909,00000000,S,20190909,00000000
34800261,S,20190909,00000000,S,20190909,00000000
34800885,S,20190909,00000000,S,20190909,00000000
34802450,S,20190909,20261231,N,00000000,00000000
34802569,S,20190909,00000000,S,20190909,00000000
34802911,N,20190909,20241231,N,20190909,20241231
34812066,N,20190909,20231231,N,20190909,20190930
34812070,S,20190909,00000000,S,20190909,00000000
34813645,S,20190910,00000000,N,00000000,00000000
34816896,N,20250101,20251231,N,00000000,00000000
34819504,N,20220101,20231231,N,00000000,00000000
34820927,N,20190910,20241231,N,00000000,00000000
34823461,S,20190910,00000000,S,20190910,00000000
34824261,S,20190910,00000000,S,20190910,00000000
34824602,S,20190910,00000000,S,20190910,00000000
34826374,S,20190910,00000000,S,20190910,00000000
34826738,S,20190910,00000000,S,20190910,00000000
34828547,S,20250101,20261231,S,20250101,20261231
34830449,S,20190911,00000000,N,00000000,00000000
34830523,S,20190911,00000000,N,20190911,20251031
34834110,S,20240101,00000000,N,20190911,20200630
34835352,S,20190911,00000000,N,20190911,20220731
34837791,N,20190911,20241231,N,20190911,20241231
34839901,S,20260101,00000000,S,20260101,00000000
34841339,N,20190911,20221231,N,00000000,00000000
34841750,S,20190912,00000000,S,20190912,00000000
34843209,S,20190912,00000000,N,00000000,00000000
34843819,S,20190912,00000000,S,20190912,00000000
34845788,N,20190912,20241231,N,20190912,20241231
34846177,S,20190912,00000000,S,20190912,00000000
34847256,N,20190912,20241231,N,20190912,20241231
34859331,N,20190913,20241231,N,20190913,20241231
34859446,N,20190913,20251231,N,20190913,20251231
34862363,S,20190913,00000000,S,20190913,00000000
34873036,N,20190915,20251231,N,20190915,20251231
34878508,S,20190916,00000000,S,20190916,00000000
34878984,S,20190916,00000000,S,20190916,00000000
34880318,S,20190916,00000000,S,20190916,00000000
34885220,S,20190916,00000000,S,20190916,00000000
34892093,S,20190917,00000000,S,20190917,00000000
34897164,S,20190917,00000000,N,20230101,20241231
34899069,S,20190917,00000000,S,20190917,00000000
34899219,S,20190917,00000000,S,20190917,00000000
34899348,S,20240101,20261231,N,00000000,00000000
34899359,N,20190917,20251231,N,20190917,20251231
34902094,S,20190917,00000000,S,20190917,00000000
34902161,S,20190917,00000000,S,20190917,00000000
34903456,S,20190918,00000000,S,20190918,00000000
34904098,S,20190918,00000000,S,20190918,00000000
34905197,S,20190918,20261231,N,00000000,00000000
34906440,S,20190918,00000000,N,00000000,00000000
34907002,S,20260101,00000000,S,20260101,00000000
34907254,S,20260101,00000000,N,20190918,20220731
34909128,N,20190918,20241231,N,20190918,20241231
34915610,S,20190918,00000000,S,20190918,00000000
34921769,S,20260101,20261231,N,00000000,00000000
34923103,S,20190919,00000000,N,00000000,00000000
34928320,S,20260101,20261231,N,00000000,00000000
34928744,S,20190919,00000000,S,20190919,00000000
34932208,S,20190919,00000000,S,20190919,00000000
34933486,N,20190919,20241231,N,20190919,20241231
34933694,S,20190919,00000000,S,20190919,00000000
34933759,S,20190919,20261231,N,20190919,20241231
34934520,S,20190920,00000000,S,20190920,00000000
34938192,S,20250101,00000000,S,20250101,00000000
34939760,N,20190920,20231231,N,00000000,00000000
34942716,N,20250101,20251231,N,00000000,00000000
34943105,N,20190920,20251231,N,20190920,20251231
34944320,S,20190920,00000000,S,20190920,00000000
34945694,N,20190920,20251231,N,20190920,20251231
34945937,N,20190920,20251231,N,20190920,20251231
34947973,S,20260101,00000000,S,20260101,00000000
34948180,S,20190921,00000000,S,20190921,00000000
34949060,S,20260101,00000000,N,20190922,20210630
34949367,S,20190922,00000000,S,20190922,00000000
34950978,S,20190922,00000000,S,20190922,00000000
34955650,S,20190923,00000000,S,20190923,00000000
34955928,S,20190923,20261231,N,20190923,20251130
34956695,S,20190923,00000000,S,20190923,00000000
34957490,S,20190923,00000000,S,20190923,00000000
34958778,S,20190923,00000000,S,20190923,00000000
34963345,S,20190923,20261231,S,20190923,20261231
34964422,N,20190923,20251231,N,20190923,20251231
34969739,N,20190924,20241231,N,20190924,20241231
34971262,S,20190924,00000000,S,20190924,00000000
34975251,S,20190924,00000000,N,20190924,20201231
34976529,S,20250101,00000000,N,00000000,00000000
34983642,N,20190925,20241231,N,20190925,20241231
34983995,S,20190925,00000000,S,20190925,00000000
34984213,S,20190925,00000000,S,20190925,00000000
34984904,S,20190925,00000000,S,20190925,00000000
34986903,S,20190925,00000000,S,20190925,00000000
34988580,N,20190925,20241231,N,20190925,20241231
34999067,S,20190926,00000000,S,20190926,00000000
35002966,S,20190926,00000000,N,00000000,00000000
35004057,S,20190926,00000000,S,20190926,00000000
35005095,S,20190926,00000000,S,20190926,00000000
35009131,S,20190927,00000000,S,20190927,00000000
35010428,S,20260101,20261231,N,00000000,00000000
35013639,S,20190927,00000000,S,20190927,00000000
35013956,N,20250101,20251231,N,00000000,00000000
35014684,S,20190927,00000000,S,20190927,00000000
35021288,S,20190927,00000000,S,20190927,00000000
35024580,S,20190929,00000000,S,20190929,00000000
35024790,S,20190929,00000000,S,20190929,00000000
35027022,S,20190930,00000000,S,20190930,00000000
35027139,N,20190930,20241231,N,20190930,20241231
35027631,N,20190930,20241231,N,00000000,00000000
35030504,N,20190930,20241231,N,00000000,00000000
35031688,N,20190930,20231231,N,20190930,20201231
35037245,S,20190930,00000000,S,20190930,00000000
35037812,S,20190930,00000000,S,20190930,00000000
35039255,S,20191001,00000000,S,20191001,00000000
